,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
109,Gorilla Grips,Indica,4.4,8.0,Myrcene,Sleepy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,,Depression,Uplifted,,Headaches,Tingly,,Insomnia,18.0,2.0,Blueberry,Grape,Berry
110,Black Mamba,Indica,4.5,239.0,Limonene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Stress,Sleepy,Dizzy,Pain,Euphoric,Headache,Anxiety,Uplifted,Paranoid,Depression,20.0,7.0,Grape,Earthy,Pungent
111,Green Crack CBD,Hybrid,4.2,10.0,Limonene,Relaxed,Dry eyes,Depression,Focused,Dry mouth,Fatigue,Euphoric,,Inflammation,Talkative,,Pain,Energetic,,Stress,19.0,10.0,Earthy,,
112,First Light,Hybrid,4.5,2.0,Caryophyllene,Sleepy,Anxious,Insomnia,Relaxed,Dizzy,Pain,Tingly,Dry mouth,Stress,Happy,Headache,Anxiety,Giggly,,Arthritis,20.0,1.0,Blueberry,,
113,Jane Doe,Hybrid,4.5,13.0,Limonene,Happy,Dry mouth,Pain,Euphoric,Dry eyes,Depression,Tingly,Dizzy,Stress,Relaxed,,Insomnia,Giggly,,Muscle spasms,20.0,0.0,Sweet,Berry,Citrus
114,Critical Plus,Hybrid,4.2,175.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Uplifted,Paranoid,Pain,Creative,Headache,Anxiety,Euphoric,Anxious,Fatigue,19.0,6.0,Pungent,Citrus,Sweet
115,Crater Lake,Hybrid,4.7,36.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dizzy,Depression,Relaxed,Dry eyes,Anxiety,Euphoric,,Pain,Creative,,Insomnia,20.0,9.0,Citrus,Lemon,Sweet
116,Anesthesia,Indica,3.5,48.0,Myrcene,Sleepy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,Dizzy,Anxiety,Euphoric,Paranoid,Insomnia,Uplifted,Headache,Depression,14.0,13.0,Earthy,Pungent,Sweet
117,Southern Lights,Sativa,3.9,9.0,Myrcene,Uplifted,Dry eyes,Headaches,Euphoric,Dry mouth,Seizures,Creative,,,Relaxed,,,Focused,,,13.0,12.0,Lemon,Pungent,
118,Yoda's Brain,Indica,4.9,21.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Insomnia,Sleepy,,Stress,Uplifted,,Depression,Hungry,,Spasticity,17.0,0.0,Earthy,,
119,Red Dwarf,Indica,4.2,27.0,Pinene,Sleepy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,Dizzy,Anxiety,Euphoric,Headache,Depression,Hungry,Paranoid,Insomnia,13.0,0.0,Earthy,Orange,Pine
120,Crockett’s Haze,Hybrid,4.4,8.0,Myrcene,Uplifted,Dizzy,Depression,Happy,Dry mouth,Stress,Relaxed,Anxious,Anxiety,Creative,,Cramps,Focused,,Fatigue,20.0,0.0,Earthy,,
121,L.A.K. Federal Reserve,Indica,4.9,18.0,Myrcene,Relaxed,Dry eyes,Headaches,Sleepy,Dry mouth,Pain,Uplifted,,Stress,Hungry,,Anxiety,Happy,,Depression,21.0,9.0,Earthy,Pine,Diesel
122,Aurora Borealis,Indica,4.1,36.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Dry eyes,Pain,Uplifted,,Lack of appetite,Happy,,Headaches,Talkative,,Stress,19.0,1.0,Flowery,Earthy,Woody
123,Ghost Rider OG,Indica,4.6,28.0,Myrcene,Relaxed,Dry mouth,Depression,Uplifted,Dizzy,Stress,Happy,,Pain,Euphoric,,Anxiety,Hungry,,Insomnia,16.0,1.0,Earthy,Vanilla,TreeFruit
124,Blue Dragon,Hybrid,4.3,252.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Depression,Creative,Headache,Insomnia,16.0,6.0,Blueberry,Earthy,Diesel
125,Lee Roy,Indica,4.6,59.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Anxious,Depression,Uplifted,Headache,Anxiety,Hungry,,Insomnia,20.0,0.0,Earthy,Pungent,Citrus
126,Ghostbreath,Hybrid,4.9,9.0,Myrcene,Relaxed,Dry eyes,Pain,Uplifted,Dry mouth,Depression,Talkative,Paranoid,Stress,Focused,,Anxiety,Euphoric,,ADD,17.0,0.0,Earthy,,
127,Crazy Glue,Hybrid,4.5,13.0,Caryophyllene,Relaxed,Dizzy,Migraines,Happy,Dry eyes,Depression,Sleepy,Dry mouth,Insomnia,Tingly,Headache,Stress,Uplifted,,Anxiety,21.0,2.0,Earthy,,
128,Peyote Cookies,Indica,4.6,79.0,Pinene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Insomnia,Sleepy,Headache,Pain,Uplifted,Paranoid,Depression,17.0,0.0,Earthy,Sweet,Grape
129,Mexican Sativa,Sativa,3.5,55.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Paranoid,Stress,Energetic,Dry eyes,Fatigue,Uplifted,Headache,Anxiety,Talkative,Anxious,Pain,16.0,1.0,Pine,Earthy,Woody
130,Mandarin Dreams,Hybrid,4.4,112.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Anxious,Pain,Sleepy,Paranoid,Depression,Uplifted,Dizzy,Insomnia,17.0,0.0,Diesel,Sweet,Citrus
131,Purple Ice,Hybrid,4.3,47.0,Caryophyllene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Pain,Relaxed,Dizzy,Insomnia,Creative,Headache,Depression,20.0,0.0,Sweet,Berry,Sage
132,Gravity,Indica,4.1,30.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Dizzy,Insomnia,Relaxed,Headache,Anxiety,Hungry,Paranoid,Depression,18.0,1.0,Sweet,Citrus,Rose
133,Shishkaberry,Indica,4.2,359.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Uplifted,Paranoid,Depression,Sleepy,Headache,Insomnia,16.0,4.0,Berry,Sweet,Earthy
134,Blackberry,Hybrid,4.1,573.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Sleepy,Headache,Insomnia,Uplifted,Paranoid,Depression,17.0,2.0,Sweet,Berry,Blueberry
135,Dream Berry,Indica,4.5,40.0,Pinene,Relaxed,Dry mouth,Pain,Sleepy,Dizzy,Stress,Hungry,Dry eyes,Depression,Uplifted,Headache,Fatigue,Happy,,Insomnia,17.0,11.0,Sweet,Pungent,Tropical
136,Apollo 13 Haze,Hybrid,5.0,1.0,Myrcene,Uplifted,Anxious,Depression,Tingly,Dry eyes,Fatigue,Talkative,,ADD,Happy,,Alzheimer,Focused,,Anxiety,17.0,9.0,Sweet,,
137,Master Jedi,Indica,4.4,74.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Anxious,Pain,Uplifted,Paranoid,Insomnia,Hungry,,Lack of appetite,18.0,10.0,Pine,Earthy,Pungent
138,B.B. King,Indica,3.8,17.0,Myrcene,Relaxed,Dry mouth,Insomnia,Sleepy,Paranoid,Muscle spasms,Uplifted,,Stress,Happy,,Inflammation,Creative,,Nausea,23.0,1.0,Lemon,Blueberry,Citrus
139,Orange Kush,Indica,4.1,769.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Sleepy,Paranoid,Insomnia,Hungry,Headache,Depression,17.0,0.0,Orange,Citrus,Earthy
140,Mango Dream,Sativa,3.9,49.0,Myrcene,Uplifted,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Headache,Anxiety,Creative,Anxious,Depression,Energetic,Dizzy,Fatigue,20.0,11.0,Mango,Sweet,Citrus
141,Face Off OG,Indica,4.7,148.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dizzy,Depression,Happy,Dry eyes,Stress,Sleepy,Anxious,Anxiety,Uplifted,Headache,Insomnia,19.0,0.0,Earthy,Sweet,Flowery
142,Sweeties,Hybrid,4.8,28.0,Myrcene,Euphoric,Dry mouth,Stress,Uplifted,Anxious,Anxiety,Relaxed,Dry eyes,Depression,Happy,Paranoid,Pain,Aroused,,Fatigue,22.0,0.0,Earthy,,
143,Gelatti,Hybrid,4.8,34.0,Caryophyllene,Happy,Dry eyes,Stress,Relaxed,Dry mouth,Depression,Euphoric,Dizzy,Pain,Uplifted,Headache,Insomnia,Sleepy,Anxious,Anxiety,20.0,0.0,Sweet,,
144,OG Ringo,Hybrid,4.3,21.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Euphoric,Dry eyes,Anxiety,Uplifted,Headache,Depression,Creative,,Inflammation,16.0,0.0,Pine,Earthy,Sweet
145,Space Cream,Hybrid,4.7,27.0,Myrcene,Relaxed,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Happy,Headache,Pain,Euphoric,Paranoid,Anxiety,Energetic,,Headaches,21.0,0.0,Sweet,Vanilla,Butter
146,Mango Kush,Hybrid,4.2,1189.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Pain,Giggly,Headache,Insomnia,18.0,0.0,Mango,Tropical,Sweet
147,Blue Sherbert,Hybrid,4.4,34.0,Caryophyllene,Relaxed,Dry eyes,Depression,Euphoric,Dizzy,Lack of appetite,Uplifted,Dry mouth,Stress,Happy,Headache,Anxiety,Focused,,Insomnia,18.0,0.0,Sweet,,
148,Seattle Cough,Sativa,4.8,53.0,Myrcene,Creative,Dry mouth,Depression,Uplifted,Dry eyes,Anxiety,Happy,Paranoid,Fatigue,Energetic,Dizzy,Inflammation,Focused,Headache,Stress,18.0,0.0,Pine,Citrus,Grapefruit
149,Blueberry Pie,Hybrid,4.4,96.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Uplifted,Headache,Depression,Euphoric,Anxious,Insomnia,Giggly,Dizzy,Anxiety,16.0,11.0,Blueberry,Berry,Sweet
150,Lemonder,Hybrid,4.5,26.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Depression,Euphoric,,Anxiety,Uplifted,,Lack of appetite,Giggly,,Pain,17.0,0.0,Lemon,Citrus,Lavender
151,Purple Maui,Hybrid,4.1,16.0,,Happy,Dry mouth,Depression,Uplifted,Anxious,Stress,Relaxed,Dizzy,Anxiety,Energetic,Paranoid,Headaches,Hungry,,Pain,19.0,0.0,Grape,Pine,Earthy
152,Iron Triangle,Hybrid,4.3,25.0,Caryophyllene,Happy,Dry mouth,Insomnia,Relaxed,Dizzy,Pain,Euphoric,Dry eyes,Anxiety,Giggly,Paranoid,Depression,Uplifted,,Stress,20.0,0.0,Diesel,Earthy,Lemon
153,Cookies and Cream,Hybrid,4.6,609.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Pain,Creative,Paranoid,Insomnia,20.0,0.0,Vanilla,Sweet,Earthy
154,Silver Back,Hybrid,4.4,16.0,Caryophyllene,Euphoric,Dry mouth,Depression,Uplifted,Anxious,Lack of appetite,Talkative,Headache,Pain,Relaxed,,Stress,Happy,,Insomnia,21.0,0.0,Menthol,Sweet,Strawberry
155,Candyland,Sativa,4.5,1098.0,Caryophyllene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Relaxed,Dizzy,Pain,Energetic,Paranoid,Fatigue,18.0,7.0,Sweet,Earthy,Citrus
156,Dolla Sign OG Kush,Indica,5.0,6.0,Myrcene,Uplifted,Dry eyes,ADD,Sleepy,Dry mouth,Anxiety,Relaxed,,Migraines,Hungry,,PTSD,Energetic,,,20.0,0.0,Sweet,Flowery,Pungent
157,Blueberry OG,Hybrid,4.3,67.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Hungry,Dizzy,Pain,Uplifted,Anxious,Lack of appetite,Euphoric,Headache,Insomnia,18.0,0.0,Blueberry,Berry,Earthy
158,Sweet Skunk,Hybrid,4.4,16.0,Myrcene,Energetic,Dry mouth,Stress,Uplifted,Anxious,Pain,Happy,Dizzy,Depression,Euphoric,Headache,Insomnia,Creative,Dry eyes,Lack of appetite,18.0,1.0,Vanilla,Citrus,Sweet
159,Platinum Purple Kush,Indica,4.3,166.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Insomnia,Happy,Dizzy,Pain,Euphoric,Anxious,Anxiety,Hungry,Paranoid,Depression,19.0,0.0,Earthy,Grape,Woody
160,Sour Power OG,Hybrid,4.2,15.0,Limonene,Relaxed,Dry eyes,Insomnia,Uplifted,Dry mouth,Stress,Tingly,Anxious,Muscle spasms,Sleepy,Paranoid,Pain,Happy,,Arthritis,20.0,1.0,Ammonia,Menthol,
161,Purple Sage ,Hybrid,3.6,11.0,Myrcene,Euphoric,Dry mouth,Pain,Creative,Dry eyes,Anxiety,Uplifted,,Depression,Sleepy,,Insomnia,Relaxed,,Muscle spasms,17.0,0.0,Sage,,
162,Jungle Juice,Hybrid,4.3,24.0,Limonene,Sleepy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Happy,Paranoid,Depression,Energetic,,Headaches,Uplifted,,Insomnia,11.0,0.0,Flowery,Citrus,Earthy
163,Gummy Bears,Hybrid,4.1,45.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dizzy,Anxiety,Euphoric,Dry eyes,Stress,Uplifted,Paranoid,ADD,Tingly,Anxious,PTSD,20.0,8.0,Sweet,Berry,Strawberry
164,Martian Mean Green,Hybrid,4.0,83.0,Terpinolene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Energetic,Paranoid,Depression,Relaxed,Anxious,Nausea,24.0,9.0,Spicy/Herbal,Lemon,Earthy
165,Granimals,Indica,4.6,33.0,Limonene,Relaxed,Dry mouth,Anxiety,Happy,Headache,Insomnia,Focused,Anxious,Depression,Sleepy,Paranoid,Pain,Euphoric,,Stress,23.0,0.0,Earthy,,
166,Super Snow Lotus,Hybrid,4.3,3.0,Myrcene,Focused,Anxious,Headaches,Uplifted,Dry eyes,Stress,Talkative,Dry mouth,Depression,Relaxed,,Fatigue,Hungry,,Lack of appetite,17.0,2.0,Earthy,,
167,Skunky Diesel,Hybrid,4.2,24.0,Myrcene,Uplifted,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Talkative,Dizzy,Pain,Relaxed,Paranoid,Depression,Hungry,,Insomnia,18.0,6.0,Skunk,Diesel,Earthy
168,Grapefruit Sour Dream,Hybrid,4.5,11.0,Myrcene,Uplifted,Anxious,Fatigue,Happy,Dizzy,Pain,Euphoric,Headache,Stress,Focused,Paranoid,Depression,Energetic,,Lack of appetite,18.0,11.0,Blueberry,,
169,LA Jack,Hybrid,3.9,7.0,Terpinolene,Hungry,Dry mouth,Depression,Euphoric,Dry eyes,Insomnia,Tingly,,Pain,Relaxed,,Stress,Creative,,Anxiety,22.0,0.0,Berry,Apple,Blueberry
170,OGiesel,Hybrid,4.2,76.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Relaxed,Headache,Pain,Energetic,Paranoid,Lack of appetite,18.0,0.0,Diesel,Earthy,Pine
171,Banana Hammock R1,Indica,4.6,62.0,Myrcene,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Insomnia,Sleepy,Anxious,Stress,Euphoric,Dizzy,PTSD,Hungry,Headache,Pain,12.0,0.0,Sweet,Citrus,Lime
172,Bandana,Hybrid,4.3,9.0,Limonene,Euphoric,Dry eyes,Depression,Happy,Dry mouth,ADD,Relaxed,,Fatigue,Talkative,,Pain,Creative,,Stress,9.0,0.0,Sweet,Earthy,Pungent
173,Black Tuna,Hybrid,4.5,199.0,Terpinolene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Sleepy,Anxious,Insomnia,Uplifted,Headache,Depression,14.0,0.0,Earthy,Woody,Cheese
174,Ecto Cooler,Hybrid,4.5,71.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Anxious,Pain,Focused,Headache,Anxiety,Euphoric,Dizzy,PTSD,17.0,0.0,Citrus,Chemical,Skunk
175,Sugar Mama,Indica,4.6,23.0,Pinene,Relaxed,Dry eyes,Depression,Euphoric,Dry mouth,Stress,Happy,Anxious,Insomnia,Uplifted,,Pain,Creative,,Headaches,15.0,1.0,Sweet,Grapefruit,Pungent
176,Batman OG,Indica,4.6,21.0,Myrcene,Sleepy,Dry mouth,Insomnia,Relaxed,Dry eyes,Depression,Happy,,Lack of appetite,Uplifted,,Pain,Giggly,,Eye pressure,19.0,0.0,Sage,Pine,Earthy
177,Hemlock,Hybrid,4.4,65.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Pain,Uplifted,Dizzy,Depression,Focused,Headache,Headaches,Euphoric,Paranoid,Fatigue,18.0,1.0,Citrus,Sage,Pine
178,Lemon OG Haze,Hybrid,4.4,53.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Anxious,Pain,Focused,Paranoid,Fatigue,Happy,Dizzy,Lack of appetite,22.0,0.0,Lemon,Earthy,Citrus
179,Crown OG,Indica,4.7,48.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Depression,Euphoric,Dizzy,Stress,Uplifted,Headache,Lack of appetite,Sleepy,,Pain,21.0,0.0,Earthy,Pine,Pungent
180,Dark Shadow Haze,Hybrid,5.0,5.0,Myrcene,Euphoric,Dizzy,Anxiety,Relaxed,Dry eyes,PTSD,Uplifted,Dry mouth,Depression,Happy,Headache,Fatigue,Focused,Paranoid,Lack of appetite,16.0,1.0,Sweet,Earthy,Diesel
181,Blue Ox,Indica,4.3,11.0,Limonene,Sleepy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Hungry,,Anxiety,Happy,,Fatigue,Uplifted,,Lack of appetite,20.0,1.0,Berry,Blueberry,Sweet
182,Supernova,Hybrid,4.1,52.0,Pinene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Insomnia,Euphoric,Dizzy,Stress,Uplifted,,Headaches,Sleepy,,Anxiety,17.0,0.0,Citrus,Earthy,Sweet
183,CBD Kush,Hybrid,4.3,55.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dizzy,Stress,Focused,Dry eyes,Anxiety,Uplifted,Headache,Inflammation,Sleepy,,Depression,7.0,8.0,Woody,Earthy,Spicy/Herbal
184,Pineberry,Hybrid,4.7,7.0,Terpinolene,Relaxed,Dizzy,Stress,Focused,Dry mouth,Pain,Uplifted,,Depression,Euphoric,,Fatigue,Tingly,,Headaches,18.0,12.0,Citrus,,
185,Purple Killer,Indica,4.6,22.0,Myrcene,Relaxed,Dry mouth,Stress,Hungry,Dizzy,Insomnia,Sleepy,,Lack of appetite,Happy,,Pain,Euphoric,,Depression,18.0,1.0,Earthy,Spicy/Herbal,Grape
186,White Siberian,Hybrid,4.4,43.0,Caryophyllene,Relaxed,Dry mouth,Pain,Euphoric,Anxious,Stress,Happy,Dry eyes,Anxiety,Uplifted,Paranoid,Depression,Focused,Dizzy,Headaches,15.0,8.0,Woody,Earthy,Sweet
187,Papaya,Indica,4.3,253.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Insomnia,Sleepy,Anxious,Depression,15.0,0.0,Tropical,Sweet,Earthy
188,Peanut Butter Breath,Hybrid,4.6,151.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Anxious,Lack of appetite,Sleepy,Headache,Pain,20.0,0.0,Earthy,,
189,Space Needle,Sativa,3.7,13.0,Myrcene,Uplifted,Dry mouth,Depression,Tingly,Anxious,Stress,Relaxed,Dizzy,Cramps,Hungry,Dry eyes,Eye pressure,Euphoric,,Fatigue,15.0,11.0,Pungent,Pine,Flowery
190,Tangie Biscotti,Hybrid,4.6,55.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Anxiety,Uplifted,Dizzy,Depression,Euphoric,,Pain,Giggly,,PTSD,25.0,0.0,Citrus,Orange,Pungent
191,WSU,Indica,4.4,16.0,Myrcene,Relaxed,Dry eyes,Pain,Hungry,Dry mouth,Stress,Happy,,Depression,Euphoric,,Insomnia,Tingly,,Lack of appetite,19.0,0.0,Pine,Earthy,Berry
192,Hawaiian Purple Kush,Indica,4.5,40.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Giggly,Anxious,Pain,Hungry,Dizzy,Lack of appetite,Uplifted,Paranoid,Anxiety,15.0,11.0,Tropical,Earthy,Pungent
193,Ripped Bubba,Hybrid,4.2,80.0,Terpinolene,Relaxed,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Happy,Headache,Depression,Focused,Dizzy,Lack of appetite,Creative,Anxious,Anxiety,17.0,14.0,Sweet,Flowery,Spicy/Herbal
194,Venom OG,Hybrid,4.4,258.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Sleepy,Headache,Insomnia,Uplifted,Anxious,Depression,20.0,0.0,Pine,Diesel,Earthy
195,Light of Jah,Sativa,4.6,46.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Headache,Anxiety,Uplifted,Dry eyes,Depression,Energetic,Anxious,Fatigue,Relaxed,Dizzy,Pain,17.0,6.0,Pine,Pepper,Woody
196,White Walker Kush,Hybrid,4.4,79.0,Myrcene,Relaxed,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Dizzy,Anxiety,Euphoric,Paranoid,Headaches,Creative,Anxious,Lack of appetite,20.0,8.0,Earthy,Woody,Spicy/Herbal
197,White Girl,Hybrid,4.7,12.0,Myrcene,Happy,Anxious,Anxiety,Euphoric,Dry eyes,Lack of appetite,Aroused,Dry mouth,Pain,Uplifted,,Stress,Giggly,,PTSD,12.0,0.0,Berry,Citrus,Tropical
198,Sunset Haze,Hybrid,4.1,14.0,Myrcene,Uplifted,Dry eyes,Muscle spasms,Happy,Dry mouth,Pain,Relaxed,,Depression,Euphoric,,Inflammation,Creative,,Insomnia,11.0,8.0,Sweet,Citrus,Flowery
199,Incredible Hulk,Sativa,4.5,109.0,Myrcene,Energetic,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Fatigue,Happy,Anxious,Lack of appetite,Focused,Headache,Pain,16.0,6.0,Earthy,Tropical,Blueberry
200,SPK,Sativa,4.5,28.0,Caryophyllene,Sleepy,Dry mouth,Anxiety,Relaxed,Dizzy,Cramps,Happy,Dry eyes,Depression,Focused,Headache,Headaches,Uplifted,Paranoid,Nausea,18.0,6.0,Diesel,,
201,Limon,Sativa,4.8,29.0,Myrcene,Euphoric,Dry eyes,Depression,Happy,Dry mouth,Pain,Uplifted,Paranoid,Stress,Relaxed,Dizzy,Bipolar disorder,Energetic,,Fatigue,26.0,6.0,Lemon,Citrus,Earthy
202,Higher Power,Sativa,4.8,11.0,,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Lack of appetite,Focused,Paranoid,Stress,Creative,,Headaches,Tingly,,Insomnia,21.0,0.0,Grape,Flowery,Grapefruit
203,King's Kush,Indica,4.2,353.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Uplifted,Headache,Depression,20.0,0.0,Earthy,,
204,Purple Raine,Hybrid,4.5,32.0,Myrcene,Happy,Dry mouth,Anxiety,Relaxed,Dry eyes,Depression,Uplifted,Anxious,Stress,Focused,Dizzy,Fatigue,Euphoric,Headache,Lack of appetite,14.0,1.0,Grape,Woody,Flowery
205,Fruit Crusher,Hybrid,4.3,4.0,Limonene,Tingly,Dry eyes,Fatigue,Sleepy,Dry mouth,Headaches,Relaxed,Headache,Anxiety,Hungry,,,Happy,,,20.0,0.0,Citrus,Earthy,Cheese
206,Electric Lemonade,Sativa,4.7,26.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Dry eyes,Stress,Creative,,Anxiety,Uplifted,,Pain,Relaxed,,ADD,17.0,11.0,Lemon,Sweet,Citrus
207,Rolls Choice,Hybrid,4.7,58.0,Myrcene,Happy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Anxious,Anxiety,Energetic,Paranoid,Inflammation,19.0,1.0,Pine,Diesel,Skunk
208,Wonka's Bubblicious,Hybrid,4.6,54.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Anxious,Anxiety,Creative,Dizzy,Pain,Relaxed,Headache,Lack of appetite,18.0,7.0,Earthy,,
209,Chocolate Mint OG,Hybrid,4.7,28.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Anxious,Insomnia,Euphoric,Dry eyes,Depression,Hungry,,Pain,Uplifted,,Stress,21.0,7.0,Grape,,
210,Cheese,Hybrid,4.0,1552.0,Pinene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Uplifted,Paranoid,Depression,Hungry,Headache,Insomnia,16.0,0.0,Cheese,Earthy,Pungent
211,Citrus Punch,Sativa,4.3,32.0,Myrcene,Happy,Dry mouth,Depression,Uplifted,Anxious,Fatigue,Relaxed,Dizzy,Stress,Focused,Dry eyes,Lack of appetite,Energetic,,Nausea,11.0,0.0,Citrus,Lime,Lemon
212,Dreamcatcher,Hybrid,4.5,42.0,Myrcene,Relaxed,Anxious,Pain,Happy,Dizzy,Stress,Uplifted,Dry mouth,Anxiety,Creative,Paranoid,Inflammation,Sleepy,,Insomnia,17.0,1.0,Lemon,Berry,Sweet
213,Romulan,Indica,4.1,840.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Dizzy,Insomnia,Euphoric,Headache,Anxiety,Hungry,Paranoid,Depression,16.0,0.0,Earthy,Pine,Pungent
214,Rainbow,Hybrid,4.4,134.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Anxiety,Tingly,Anxious,Muscle spasms,18.0,1.0,Sweet,Tropical,Berry
215,Diamond Valley Kush,Hybrid,5.0,8.0,Myrcene,Relaxed,Dry eyes,Fatigue,Uplifted,Dry mouth,Stress,Happy,,Anxiety,Sleepy,,Cramps,Focused,,Depression,27.0,0.0,Earthy,Spicy/Herbal,Pungent
216,Bubbleberry,Hybrid,4.1,171.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Creative,Headache,Pain,Relaxed,Paranoid,Insomnia,18.0,1.0,Sweet,Blueberry,Berry
