,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
1762,ChemWreck,Hybrid,4.5,27.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Anxious,Anxiety,Uplifted,Dry eyes,Insomnia,Euphoric,Paranoid,Pain,Energetic,Dizzy,Depression,15.0,1.0,Pungent,Chemical,Earthy
1763,UK Cheese,Hybrid,4.1,613.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Paranoid,Depression,Uplifted,Dizzy,Anxiety,Hungry,Headache,Insomnia,18.0,6.0,Cheese,Earthy,Pungent
1764,Ice Cream,Hybrid,4.2,206.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Pain,Hungry,Anxious,Insomnia,18.0,0.0,Vanilla,Sweet,Earthy
1765,Blue Widow,Hybrid,4.1,396.0,Myrcene,Happy,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Depression,Sleepy,Anxious,Insomnia,15.0,8.0,Pine,Earthy,Woody
1766,Banana Split,Hybrid,4.3,97.0,Terpinolene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Euphoric,Dizzy,Pain,Uplifted,Anxious,Anxiety,Focused,Headache,Fatigue,18.0,0.0,Tropical,Sweet,Citrus
1767,Glad Max,Hybrid,4.3,33.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Uplifted,Dizzy,Depression,Happy,Paranoid,Anxiety,Creative,,Fatigue,19.0,0.0,Earthy,Sweet,Flowery
1768,Sunshine,Sativa,4.6,97.0,Myrcene,Happy,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Energetic,Anxious,Anxiety,Euphoric,Dizzy,Pain,Creative,Headache,Fatigue,23.0,1.0,Citrus,Tropical,Lemon
1769,Buddha's Hand,Hybrid,4.8,23.0,Myrcene,Energetic,Dry mouth,Depression,Focused,Dry eyes,Cramps,Euphoric,Anxious,Fatigue,Uplifted,,Anxiety,Talkative,,Lack of appetite,20.0,1.0,Lemon,,
1770,Herijuana,Indica,4.3,468.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Insomnia,Euphoric,Dizzy,Stress,Happy,Paranoid,Anxiety,Tingly,Headache,Depression,21.0,0.0,Woody,Pine,Sweet
1771,Grand Doggy Purps,Indica,4.4,56.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Anxious,Pain,Euphoric,Dry eyes,Inflammation,Uplifted,Paranoid,Depression,Hungry,Dizzy,Anxiety,18.0,7.0,Grape,Earthy,Pungent
1772,Orange Sherbert,Hybrid,4.6,24.0,Caryophyllene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Euphoric,,Anxiety,Uplifted,,Fatigue,Energetic,,Inflammation,18.0,14.0,Sweet,,
1773,Vietnamese Bubba,Hybrid,4.7,3.0,Myrcene,Relaxed,Dry eyes,Headaches,Hungry,Dry mouth,Inflammation,Euphoric,Headache,Lack of appetite,Uplifted,,Pain,Happy,,Stress,17.0,14.0,Earthy,,
1774,Afrodite,Hybrid,3.0,6.0,Myrcene,Talkative,Anxious,Depression,Happy,Dizzy,Lack of appetite,Giggly,Dry eyes,Pain,Relaxed,Dry mouth,Stress,Hungry,Paranoid,Multiple sclerosis,12.0,6.0,Woody,Sweet,Earthy
1775,Mai Tai Cookies,Hybrid,4.5,37.0,Myrcene,Relaxed,Dry mouth,Depression,Uplifted,Anxious,Stress,Euphoric,Dry eyes,Headaches,Happy,Paranoid,Pain,Energetic,Dizzy,Anxiety,3.0,13.0,Pepper,Tropical,TreeFruit
1776,Purple Punch,Indica,4.6,1214.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Dizzy,Pain,Sleepy,Anxious,Insomnia,Uplifted,Headache,Depression,19.0,7.0,Grape,Berry,Sweet
1777,Extreme Cream,Indica,4.6,70.0,Limonene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Sleepy,Dizzy,Anxiety,Hungry,Anxious,Depression,Uplifted,Paranoid,Insomnia,19.0,0.0,Earthy,Sweet,Butter
1778,Sage and Sour,Sativa,4.2,238.0,Myrcene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Happy,Paranoid,Depression,Energetic,Dizzy,Pain,Focused,Headache,Fatigue,19.0,6.0,Diesel,,
1779,Sour Blueberry,Hybrid,4.7,27.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Nausea,Euphoric,,Depression,Uplifted,,Anxiety,Tingly,,Lack of appetite,17.0,6.0,Diesel,,
1780,Purple Animal Cookies,Hybrid,4.4,21.0,Caryophyllene,Relaxed,Dry mouth,Eye pressure,Euphoric,Anxious,Nausea,Happy,Dry eyes,Stress,Uplifted,Headache,Cramps,Tingly,,Depression,18.0,0.0,Lavender,Earthy,Flowery
1781,Lemongrass,Hybrid,4.5,11.0,Myrcene,Creative,Headache,Stress,Happy,Dry mouth,Anxiety,Energetic,Paranoid,Hypertension,Uplifted,,,Focused,,,17.0,0.0,Sweet,,
1782,Grape Krush,Indica,4.1,143.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Uplifted,Headache,Anxiety,Sleepy,Paranoid,Depression,17.0,1.0,Grape,Honey,Spicy/Herbal
1783,Alien Rock Candy,Hybrid,4.6,230.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Uplifted,Paranoid,Depression,Sleepy,Anxious,Anxiety,21.0,0.0,Sweet,Earthy,Citrus
1784,Samoa Kush,Hybrid,4.6,8.0,Limonene,Euphoric,Anxious,Depression,Talkative,Dizzy,Pain,Happy,Dry mouth,Stress,Focused,,ADD,Uplifted,,Anxiety,15.0,0.0,Earthy,,
1785,Yoda OG,Indica,4.4,346.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Insomnia,Euphoric,Dizzy,Pain,Happy,Paranoid,Anxiety,Hungry,Headache,Depression,17.0,0.0,Earthy,Pine,Woody
1786,Death Star OG,Indica,4.5,206.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Insomnia,Sleepy,Dizzy,Stress,Happy,Paranoid,Anxiety,Uplifted,Anxious,Depression,23.0,6.0,Earthy,Pungent,Sweet
1787,Orange Haze,Hybrid,4.2,162.0,Pinene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Paranoid,Depression,Energetic,Dizzy,ADD,Relaxed,Anxious,Pain,20.0,0.0,Earthy,Sweet,Citrus
1788,Magnum PI,Sativa,4.4,19.0,Myrcene,Uplifted,Anxious,Depression,Focused,Dry mouth,Fatigue,Energetic,,Stress,Happy,,Anxiety,Creative,,Headaches,21.0,1.0,Citrus,Pungent,Grapefruit
1789,Pineapple Express,Hybrid,4.4,3835.0,Caryophyllene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Energetic,Paranoid,Pain,Relaxed,Anxious,Fatigue,18.0,1.0,Pineapple,Sweet,Tropical
1790,Green Cheese,Hybrid,4.1,17.0,Myrcene,Relaxed,Dizzy,Stress,Sleepy,Dry mouth,Depression,Euphoric,Anxious,Pain,Happy,Dry eyes,Inflammation,Focused,Headache,Insomnia,17.0,10.0,Cheese,Earthy,Chemical
1791,Tickle Kush,Hybrid,4.4,10.0,Myrcene,Happy,Dry mouth,Anxiety,Hungry,Dry eyes,Pain,Euphoric,,Stress,Creative,,ADD,Uplifted,,Arthritis,19.0,1.0,Berry,Apple,Spicy/Herbal
1792,Thai Haze,Sativa,4.4,26.0,Myrcene,Happy,Anxious,Depression,Creative,Dizzy,Anxiety,Energetic,Dry mouth,Pain,Aroused,Dry eyes,Stress,Focused,Headache,ADD,18.0,9.0,Pepper,Citrus,Pine
1793,Slimer OG,Hybrid,4.5,34.0,Myrcene,Euphoric,Dry eyes,Stress,Relaxed,Dry mouth,Depression,Happy,Headache,Headaches,Creative,Dizzy,Lack of appetite,Hungry,,Pain,19.0,0.0,Earthy,Sweet,Citrus
1794,Irene OG,Hybrid,4.5,91.0,Caryophyllene,Relaxed,Dry eyes,Anxiety,Happy,Dry mouth,Depression,Euphoric,Paranoid,Stress,Uplifted,,PTSD,Creative,,ADD,20.0,0.0,Earthy,Lemon,Pungent
1795,Golden Nugget,Hybrid,4.9,48.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Paranoid,Anxiety,Focused,Anxious,Depression,Relaxed,Dry eyes,Fatigue,Creative,,Lack of appetite,21.0,11.0,Citrus,Skunk,Earthy
1796,Mendo Afgoo,Indica,5.0,7.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Depression,Happy,,Insomnia,Euphoric,,Pain,Uplifted,,Inflammation,14.0,4.0,Earthy,Sweet,Pungent
1797,Blueberry Headband,Hybrid,4.3,472.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Headache,Pain,Energetic,Anxious,Headaches,17.0,1.0,Blueberry,Berry,Lemon
1798,P-91,Hybrid,4.7,24.0,Myrcene,Relaxed,Dry mouth,Depression,Euphoric,Anxious,Stress,Happy,Dry eyes,Anxiety,Creative,,Pain,Uplifted,,Lack of appetite,18.0,1.0,Pungent,Berry,Skunk
1799,Hong Kong,Hybrid,4.4,59.0,Myrcene,Uplifted,Dry mouth,Pain,Relaxed,Dry eyes,Stress,Happy,Dizzy,Anxiety,Euphoric,Anxious,Depression,Energetic,Paranoid,Insomnia,25.0,6.0,Earthy,Spicy/Herbal,Flowery
1800,Violet Delight,Hybrid,4.5,77.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Uplifted,Anxious,Pain,Euphoric,Dizzy,Nausea,Talkative,Headache,Anxiety,20.0,10.0,Flowery,Violet,TreeFruit
1801,Purple Bubba,Indica,4.5,46.0,Limonene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Pain,Sleepy,Dizzy,Anxiety,Hungry,Paranoid,Lack of appetite,Tingly,Anxious,Muscle spasms,19.0,0.0,Berry,Sweet,Spicy/Herbal
1802,Thunderstruck,Sativa,4.8,16.0,Myrcene,Relaxed,Dry mouth,Pain,Uplifted,Headache,Anxiety,Happy,,Stress,Focused,,PTSD,Euphoric,,Depression,3.0,13.0,Earthy,Sweet,Spicy/Herbal
1803,Jacked-Up,Hybrid,4.1,22.0,Terpinolene,Uplifted,Dry mouth,Stress,Energetic,Headache,Fatigue,Happy,Anxious,Depression,Hungry,Paranoid,Lack of appetite,Talkative,,ADD,1.0,6.0,Berry,Citrus,Flowery
1804,XXX OG,Indica,4.5,304.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Dizzy,Insomnia,Euphoric,Headache,Anxiety,Uplifted,Anxious,Depression,20.0,0.0,Earthy,Pine,Lemon
1805,Goji OG,Hybrid,4.4,270.0,Limonene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Dizzy,Anxiety,Euphoric,Anxious,Pain,Creative,Paranoid,Fatigue,19.0,1.0,Berry,Sweet,Flowery
1806,Super Jack,Sativa,4.5,204.0,Terpinolene,Energetic,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Happy,Dizzy,Anxiety,Focused,Anxious,Fatigue,Creative,Paranoid,Pain,18.0,6.0,Sweet,Earthy,Pungent
1807,Sour Strawberry,Hybrid,4.4,9.0,Myrcene,Uplifted,Dry eyes,Depression,Euphoric,Dry mouth,Anxiety,Relaxed,,Eye pressure,Hungry,,Headaches,Focused,,Insomnia,15.0,0.0,Strawberry,Earthy,Diesel
1808,Jesus OG,Indica,4.5,392.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Anxious,Anxiety,Relaxed,Paranoid,Pain,Focused,Dizzy,PTSD,20.0,8.0,Earthy,Citrus,Lemon
1809,Strawberry OG,Hybrid,4.5,64.0,Caryophyllene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Euphoric,Anxious,Anxiety,Hungry,Dizzy,Pain,Uplifted,Paranoid,Fatigue,20.0,9.0,Strawberry,Sweet,Berry
1810,Biohazard,Hybrid,4.7,19.0,Myrcene,Relaxed,Dry eyes,Depression,Creative,Dry mouth,Pain,Sleepy,Anxious,Stress,Euphoric,Dizzy,Inflammation,Uplifted,Headache,Fatigue,20.0,0.0,Earthy,,
1811,Shiatsu Kush,Hybrid,4.3,61.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Depression,Sleepy,Paranoid,Anxiety,Uplifted,Anxious,Insomnia,18.0,1.0,Sweet,Earthy,Nutty
1812,Dog Shit,Hybrid,4.3,47.0,Myrcene,Euphoric,Dry mouth,Depression,Relaxed,Dry eyes,Pain,Happy,Paranoid,Stress,Uplifted,Anxious,Anxiety,Energetic,Headache,Fatigue,19.0,4.0,Earthy,Woody,Pine
1813,Sweet and Sour Widow,Indica,4.5,53.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dizzy,Stress,Uplifted,Dry eyes,Anxiety,Sleepy,Headache,Depression,Euphoric,,Insomnia,5.0,8.0,Earthy,Sweet,Pungent
1814,Blueberry Jack,Hybrid,4.4,65.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Paranoid,Nausea,Uplifted,Anxious,Pain,Creative,Headache,Anxiety,18.0,6.0,Blueberry,Earthy,Berry
1815,Rocky Mountain Blueberry,Indica,4.5,20.0,Myrcene,Euphoric,Dry eyes,Stress,Uplifted,Dry mouth,Anxiety,Relaxed,Paranoid,Depression,Happy,,Fatigue,Tingly,,Headaches,17.0,1.0,Sweet,Grape,Mint
1816,Sweet Nina,Hybrid,3.9,7.0,Ocimene,Relaxed,Anxious,Stress,Happy,Dizzy,Depression,Uplifted,Paranoid,Inflammation,Euphoric,,Nausea,Giggly,,Pain,18.0,0.0,Diesel,Skunk,Tobacco
1817,Blueberry Cheesecake,Hybrid,4.3,269.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Depression,Creative,Headache,Insomnia,18.0,1.0,Blueberry,Berry,Cheese
1818,Devil Fruit,Indica,4.4,23.0,Myrcene,Relaxed,Dry mouth,Pain,Uplifted,Anxious,ADD,Happy,Dry eyes,Arthritis,Tingly,Dizzy,PTSD,Sleepy,Paranoid,Insomnia,17.0,0.0,Spicy/Herbal,Citrus,Skunk
1819,NightFire OG,Sativa,4.1,35.0,Myrcene,Happy,Dry mouth,Depression,Euphoric,Anxious,Stress,Energetic,Dry eyes,Anxiety,Uplifted,,Fatigue,Talkative,,Eye pressure,19.0,0.0,Sweet,Lemon,Earthy
1820,Heisenberg Kush,Sativa,4.6,39.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dizzy,Depression,Relaxed,Dry eyes,Anxiety,Focused,Headache,Pain,Energetic,,ADD,13.0,11.0,Berry,Grape,Earthy
1821,Soul Assassin OG,Hybrid,4.5,48.0,Caryophyllene,Relaxed,Dry mouth,Insomnia,Euphoric,Dizzy,Stress,Happy,Dry eyes,Anxiety,Hungry,Headache,Depression,Focused,Paranoid,Pain,16.0,0.0,Diesel,Lemon,Citrus
1822,Legend of Nigeria,Sativa,4.7,19.0,Myrcene,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Fatigue,Focused,Paranoid,Stress,Energetic,,Pain,Relaxed,,ADD,19.0,0.0,Citrus,Earthy,Woody
1823,Strawberry Haze,Sativa,4.2,146.0,Myrcene,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Stress,Energetic,Paranoid,Anxiety,Euphoric,Anxious,Pain,Talkative,Dizzy,Lack of appetite,20.0,0.0,Earthy,,
1824,Harlequin,Sativa,4.3,1328.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Uplifted,Anxious,Anxiety,Focused,Dizzy,Depression,Energetic,Headache,Inflammation,5.0,9.0,Earthy,Woody,Flowery
1825,MAC,Hybrid,4.6,336.0,Limonene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Euphoric,Dizzy,Depression,Uplifted,Anxious,Pain,Creative,Headache,Lack of appetite,22.0,0.0,Earthy,,
1826,Hellfire OG,Hybrid,4.5,78.0,Myrcene,Euphoric,Dry mouth,Stress,Relaxed,Dizzy,Pain,Happy,Dry eyes,Depression,Uplifted,Anxious,Insomnia,Energetic,Paranoid,Anxiety,17.0,0.0,Earthy,Coffee,Tar
1827,Mango Tango,Hybrid,4.7,90.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Euphoric,Paranoid,Depression,Uplifted,Anxious,Pain,Giggly,Dizzy,Fatigue,17.0,8.0,Mango,Peach,Tropical
1828,Tropic Thunder,Hybrid,4.5,38.0,Pinene,Happy,Dry mouth,Anxiety,Euphoric,Dry eyes,Depression,Uplifted,,Lack of appetite,Relaxed,,Pain,Energetic,,Stress,19.0,11.0,Pineapple,Tropical,Mango
1829,Yumboldt,Indica,4.2,80.0,,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Stress,Euphoric,Dizzy,Insomnia,Happy,Headache,Anxiety,Uplifted,Paranoid,Depression,14.0,0.0,Earthy,Sweet,Pungent
1830,Blueberry Diesel,Hybrid,4.1,352.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Relaxed,Dizzy,Pain,Uplifted,Headache,Depression,Energetic,Paranoid,Nausea,19.0,6.0,Blueberry,Diesel,Berry
1831,GG1,Hybrid,4.5,501.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Sleepy,Paranoid,Insomnia,22.0,0.0,Earthy,,
1832,NL5 Haze Mist,Sativa,4.3,9.0,Myrcene,Euphoric,Dry mouth,Depression,Uplifted,Dry eyes,Stress,Relaxed,,Fatigue,Talkative,,Nausea,Energetic,,,18.0,0.0,Berry,Woody,Nutty
1833,Rose Bud,Indica,4.3,24.0,Myrcene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Insomnia,Creative,Anxious,Depression,Uplifted,Paranoid,Inflammation,Sleepy,,Muscle spasms,14.0,0.0,Rose,Flowery,Sweet
1834,Mother’s Helper,Hybrid,4.6,112.0,Myrcene,Energetic,Dry mouth,Pain,Uplifted,Anxious,Stress,Happy,Dry eyes,Depression,Focused,Headache,Headaches,Creative,,Fatigue,23.0,11.0,Sweet,,
1835,Pineapple Purple Skunk,Hybrid,4.1,12.0,Myrcene,Relaxed,Anxious,Depression,Hungry,Dry mouth,Insomnia,Happy,,Lack of appetite,Creative,,Pain,Uplifted,,Stress,17.0,10.0,Sweet,Citrus,Pineapple
1836,Orange Bud,Hybrid,4.2,250.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Uplifted,Dizzy,Anxiety,Energetic,Paranoid,Depression,Creative,Headache,Insomnia,19.0,6.0,Orange,Sweet,Citrus
1837,Strawberry Blue,Sativa,4.1,55.0,Pinene,Happy,Dry eyes,Stress,Energetic,Dry mouth,Depression,Euphoric,Dizzy,Pain,Uplifted,Headache,Anxiety,Relaxed,,Fatigue,15.0,0.0,Berry,Strawberry,Sweet
1838,Mazari,Indica,4.3,3.0,Myrcene,Sleepy,Dry eyes,Muscle spasms,Relaxed,Dry mouth,Arthritis,Talkative,,Migraines,Hungry,,PMS,Happy,,PTSD,17.0,6.0,Spicy/Herbal,Blueberry,Skunk
1839,Orange Crush,Hybrid,4.1,525.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Relaxed,Paranoid,Pain,Energetic,Headache,Fatigue,18.0,1.0,Orange,Citrus,Sweet
1840,Ogre,Hybrid,4.1,311.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Dizzy,Insomnia,Sleepy,Paranoid,Pain,Uplifted,Headache,Depression,20.0,6.0,Skunk,Earthy,Pungent
1841,Mission Kush,Hybrid,4.3,3.0,Myrcene,Relaxed,Dry eyes,Depression,Euphoric,Headache,Fatigue,Creative,,Headaches,Uplifted,,Lack of appetite,Tingly,,Muscle spasms,16.0,0.0,Pine,,
1842,Blue Kripple,Indica,3.8,18.0,Myrcene,Sleepy,Dizzy,Pain,Relaxed,Dry mouth,Anxiety,Tingly,Paranoid,Eye pressure,Euphoric,Dry eyes,Headaches,Happy,Headache,Insomnia,14.0,11.0,Berry,Grape,Butter
1843,Kandy Kush,Hybrid,4.3,563.0,Caryophyllene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Hungry,Headache,Insomnia,18.0,1.0,Sweet,Lemon,Skunk
1844,Oregon Diesel,Indica,4.5,98.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Anxiety,Euphoric,Dry eyes,Insomnia,Uplifted,Anxious,Depression,Sleepy,Headache,Pain,17.0,12.0,Earthy,Berry,Diesel
1845,Jesus,Hybrid,4.6,58.0,Caryophyllene,Happy,Dry mouth,Pain,Relaxed,Anxious,Stress,Uplifted,Dizzy,Anxiety,Euphoric,Dry eyes,Depression,Creative,,Insomnia,19.0,8.0,Earthy,Citrus,Pine
1846,Night Terror,Indica,4.6,132.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Insomnia,Sleepy,Dizzy,Pain,Euphoric,Anxious,Anxiety,Uplifted,Paranoid,Depression,17.0,11.0,Blueberry,,
1847,Alpha OG,Hybrid,4.7,46.0,Limonene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Dizzy,Insomnia,Hungry,Headache,Headaches,Uplifted,Paranoid,Depression,18.0,0.0,Earthy,Pine,Spicy/Herbal
1848,Purple Trainwreck,Hybrid,4.2,659.0,Terpinolene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Pain,Relaxed,Paranoid,Anxiety,Uplifted,Dizzy,Depression,Creative,Headache,Insomnia,16.0,1.0,Sweet,Earthy,Pine
1849,Sour Dream,Hybrid,4.3,133.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Anxious,Anxiety,Energetic,Dizzy,Pain,Creative,Paranoid,Fatigue,19.0,11.0,Diesel,Skunk,Berry
1850,Flo Limone,Sativa,4.7,13.0,Limonene,Uplifted,Dry eyes,Lack of appetite,Happy,Dry mouth,Pain,Tingly,,Stress,Relaxed,,Depression,Talkative,,Fatigue,17.0,0.0,Lemon,Sweet,Tropical
1851,Special Kush #1,Indica,4.4,18.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,,Depression,Uplifted,,Insomnia,Hungry,,Lack of appetite,15.0,4.0,Earthy,Spicy/Herbal,Woody
1852,Cherry Skunk,Hybrid,4.3,72.0,Myrcene,Happy,Dry mouth,Pain,Euphoric,Dry eyes,Depression,Relaxed,Dizzy,Stress,Creative,Anxious,Anxiety,Uplifted,Paranoid,Fatigue,24.0,0.0,Sweet,Berry,Earthy
1853,Shangri-La,Hybrid,4.6,53.0,Caryophyllene,Uplifted,Dry eyes,Pain,Relaxed,Dry mouth,Anxiety,Euphoric,Headache,Stress,Happy,Anxious,Depression,Energetic,Paranoid,PTSD,17.0,0.0,Citrus,Sweet,Earthy
1854,Afghani,Indica,4.3,627.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Happy,Headache,Anxiety,Hungry,Paranoid,Depression,16.0,0.0,Earthy,Pungent,Pine
1855,SnowLAnd,Hybrid,4.7,56.0,Terpinolene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Euphoric,Anxious,Pain,Uplifted,Dizzy,Depression,Focused,Headache,PTSD,19.0,9.0,Lemon,Earthy,Citrus
1856,Clementine,Sativa,4.4,452.0,Terpinolene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Energetic,Anxious,Anxiety,Euphoric,Paranoid,Pain,Relaxed,Dizzy,Fatigue,16.0,0.0,Citrus,Orange,Lemon
1857,Dutchberry,Hybrid,4.5,116.0,Myrcene,Happy,Dry mouth,Anxiety,Relaxed,Anxious,Stress,Uplifted,Paranoid,Depression,Euphoric,Dry eyes,Headaches,Creative,Dizzy,Pain,21.0,1.0,Berry,Sweet,Citrus
1858,Deep Cheese,Hybrid,4.3,16.0,Limonene,Relaxed,Dry mouth,Lack of appetite,Uplifted,Anxious,Nausea,Happy,Dry eyes,ADD,Focused,Paranoid,Cramps,Hungry,,Depression,16.0,0.0,Cheese,Pungent,Skunk
1859,Walter White,Hybrid,4.7,63.0,Myrcene,Happy,Dry eyes,Pain,Relaxed,Dry mouth,Anxiety,Uplifted,Anxious,Depression,Euphoric,Dizzy,Stress,Energetic,,Arthritis,20.0,0.0,Earthy,Woody,Citrus
1860,Mendocino Purps,Hybrid,4.3,293.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Pain,Euphoric,Headache,Anxiety,Uplifted,Dizzy,Depression,Hungry,Paranoid,Insomnia,13.0,0.0,Woody,Earthy,Pungent
1861,Dark Side of the Moon,Indica,4.6,58.0,Limonene,Relaxed,Dry mouth,Insomnia,Euphoric,Dry eyes,Stress,Sleepy,Dizzy,Pain,Happy,Anxious,Anxiety,Uplifted,,Depression,19.0,0.0,Berry,Sweet,Earthy
1862,Medibud,Hybrid,4.5,97.0,,Relaxed,Dry mouth,Pain,Uplifted,Dry eyes,Stress,Happy,Dizzy,Depression,Euphoric,Anxious,Anxiety,Focused,Headache,Headaches,13.0,0.0,Sweet,Berry,Pine
1863,Colin OG S1,Hybrid,4.9,9.0,Myrcene,Relaxed,Dry eyes,Depression,Happy,Dry mouth,Stress,Euphoric,Dizzy,Anxiety,Uplifted,,Headaches,Creative,,Lack of appetite,19.0,6.0,Diesel,Earthy,Skunk
1864,Sputnik,Sativa,4.5,19.0,Myrcene,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Pain,Relaxed,Anxious,Stress,Focused,Dizzy,Cramps,Energetic,Headache,Headaches,20.0,0.0,Sweet,Flowery,Tea
1865,Purple Cream,Indica,4.3,85.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Sleepy,Dizzy,Pain,Hungry,Paranoid,Insomnia,Euphoric,Headache,Depression,18.0,0.0,Earthy,Pungent,Berry
1866,Alien Sour Apple,Hybrid,4.7,25.0,Caryophyllene,Euphoric,Dry eyes,Anxiety,Creative,Dry mouth,Depression,Energetic,,Insomnia,Relaxed,,Stress,Happy,,Fatigue,13.0,0.0,Apple,Citrus,Sweet
1867,Wonder Woman,Hybrid,4.5,167.0,Pinene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Uplifted,Headache,Anxiety,Euphoric,Anxious,Pain,Energetic,Dizzy,Fatigue,14.0,0.0,Pungent,Spicy/Herbal,Earthy
