,Strain Name,Type,Rating,Rating Users,Top Terpene,Feeling_1,Negative_1,Helps with_1,Feeling_2,Negative_2,Helps with_2,Feeling_3,Negative_3,Helps with_3,Feeling_4,Negative_4,Helps with_4,Feeling_5,Negative_5,Helps with_5,THC,CBD,Flavor_1,Flavor_2,Flavor_3
995,Magnum,Hybrid,4.0,35.0,N/A,Energetic,Dry eyes,Depression,Happy,Dry mouth,Stress,Talkative,Dizzy,Pain,Uplifted,N/A,Anxiety,Creative,N/A,PTSD,14.0,0.0,Lemon,Citrus,Earthy
1001,Kush Mints,Hybrid,4.7,62.0,Limonene,Relaxed,Dry eyes,Stress,Happy,Dry mouth,Lack of appetite,Euphoric,N/A,Pain,Uplifted,N/A,Anxiety,Hungry,N/A,Gastrointestinal disorder,27.0,0.0,Earthy,N/A,N/A
1007,Apollo 13,Hybrid,4.3,154.0,Myrcene,Uplifted,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Happy,Paranoid,Depression,Energetic,Dizzy,Fatigue,Creative,Headache,Pain,19.0,6.0,Citrus,Earthy,Woody
1008,Primus,Indica,4.7,111.0,Caryophyllene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Pain,Euphoric,Anxious,Stress,Uplifted,Dizzy,ADD,Sleepy,Paranoid,Depression,18.0,1.0,Earthy,Sweet,Skunk
1009,Silver Haze,Sativa,4.1,729.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Relaxed,Paranoid,Pain,Energetic,Headache,Lack of appetite,23.0,1.0,Earthy,Citrus,Flowery
1010,Chupacabra,Hybrid,4.6,29.0,Pinene,Happy,Dry mouth,Stress,Relaxed,Anxious,Depression,Uplifted,Headache,Pain,Euphoric,N/A,PTSD,Talkative,N/A,Fatigue,19.0,11.0,Flowery,Earthy,Pungent
1011,Travel Joint,Hybrid,4.5,15.0,Myrcene,Uplifted,Dry eyes,Stress,Aroused,Dry mouth,Fatigue,Relaxed,N/A,Anxiety,Happy,N/A,Depression,Focused,N/A,Headaches,17.0,11.0,Lime,Earthy,Lemon
1014,Gilz Nilz,Hybrid,4.4,26.0,Myrcene,Happy,Dry mouth,Fatigue,Energetic,Paranoid,Pain,Uplifted,Dry eyes,Anxiety,Euphoric,N/A,PTSD,Creative,N/A,Depression,17.0,0.0,Earthy,Sweet,Pungent
1015,Emperor Cookie Dough,Hybrid,4.9,29.0,Caryophyllene,Relaxed,Dry mouth,Stress,Uplifted,Dizzy,Anxiety,Euphoric,Dry eyes,Depression,Happy,N/A,Pain,Tingly,N/A,PTSD,20.0,0.0,Earthy,Honey,Chestnut
1016,The Void,Hybrid,4.4,59.0,Caryophyllene,Euphoric,Dry mouth,Stress,Uplifted,Paranoid,Depression,Relaxed,Dizzy,Anxiety,Happy,Dry eyes,Pain,Creative,Headache,Fatigue,27.0,7.0,Earthy,Sweet,Skunk
1020,Miss USA,Hybrid,4.4,11.0,Myrcene,Euphoric,Dry mouth,Depression,Uplifted,Dizzy,PTSD,Relaxed,N/A,Muscle spasms,Happy,N/A,Stress,Giggly,N/A,Anxiety,21.0,0.0,Strawberry,N/A,N/A
1026,Serious Happiness,Hybrid,4.3,23.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Stress,Uplifted,Paranoid,Pain,Euphoric,Anxious,Anxiety,Talkative,Dizzy,Lack of appetite,17.0,1.0,Pepper,Sweet,Earthy
1028,Banana Pudding,Hybrid,4.4,7.0,Caryophyllene,Relaxed,Dry mouth,Depression,Happy,Headache,Headaches,Euphoric,N/A,Nausea,Energetic,N/A,Pain,Uplifted,N/A,Stress,19.0,0.0,Earthy,N/A,N/A
1030,Mango Sherbert,Hybrid,4.5,17.0,Caryophyllene,Uplifted,Dizzy,Anxiety,Relaxed,Dry eyes,Depression,Happy,Dry mouth,Pain,Euphoric,N/A,Stress,Energetic,N/A,Bipolar disorder,20.0,0.0,Mango,Spicy/Herbal,Sweet
1038,Himalayan Blackberry,Indica,4.9,22.0,Myrcene,Sleepy,Dry eyes,Stress,Relaxed,Dry mouth,Insomnia,Happy,Dizzy,Depression,Euphoric,N/A,Headaches,Uplifted,N/A,Pain,18.0,0.0,Berry,Sweet,Earthy
1039,Super Bud,Indica,4.2,21.0,Myrcene,Relaxed,Dry eyes,Anxiety,Giggly,Dry mouth,Insomnia,Happy,Anxious,Lack of appetite,Hungry,Dizzy,Pain,Sleepy,Paranoid,Stress,15.0,6.0,Skunk,Citrus,Flowery
1047,Very Cherry,Hybrid,4.5,6.0,Limonene,Happy,Anxious,Depression,Creative,Dry eyes,Fatigue,Uplifted,Dry mouth,Nausea,Talkative,N/A,Pain,Relaxed,N/A,N/A,22.0,0.0,Lemon,N/A,N/A
1049,Punky Lion,Indica,4.2,28.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Happy,N/A,Muscle spasms,Sleepy,N/A,Pain,Talkative,N/A,Anxiety,16.0,0.0,Lime,Earthy,Sweet
1051,Purple Cheese,Hybrid,4.1,84.0,Myrcene,Relaxed,Dry mouth,Insomnia,Happy,Dry eyes,Pain,Euphoric,Headache,Anxiety,Sleepy,Paranoid,Depression,Uplifted,Anxious,Stress,18.0,0.0,Cheese,Sweet,Earthy
1052,Purple OG Kush,Indica,4.4,375.0,Caryophyllene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Dizzy,Insomnia,Euphoric,Paranoid,Anxiety,Hungry,Anxious,Depression,16.0,0.0,Berry,Earthy,Pine
1058,Sour Cheese,Hybrid,4.3,125.0,Caryophyllene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Paranoid,Pain,Creative,Dizzy,Anxiety,Relaxed,Headache,Nausea,21.0,6.0,Cheese,Diesel,Skunk
1061,KC 36,Indica,4.2,5.0,Myrcene,Sleepy,Dry eyes,Fatigue,Relaxed,Dry mouth,Depression,Euphoric,Paranoid,Stress,Uplifted,N/A,ADD,Hungry,N/A,Anxiety,24.0,8.0,Sweet,Blueberry,Grape
1062,Karibbean Mango,Indica,4.5,2.0,Myrcene,Relaxed,Dry eyes,Headaches,Happy,Dry mouth,Insomnia,Sleepy,N/A,Lack of appetite,Hungry,N/A,Stress,Creative,N/A,N/A,18.0,4.0,Mango,Tropical,Peach
1064,Jack Haze,Hybrid,4.1,59.0,Terpinolene,Uplifted,Dry mouth,Stress,Happy,Paranoid,Depression,Energetic,Dizzy,Anxiety,Euphoric,Dry eyes,Fatigue,Talkative,Anxious,Pain,14.0,6.0,Earthy,Woody,Pungent
1070,Peach Cobbler,Hybrid,4.4,25.0,Myrcene,Relaxed,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Headache,Insomnia,Focused,N/A,Anxiety,Uplifted,N/A,Lack of appetite,17.0,0.0,Strawberry,N/A,N/A
1072,Himalayan Gold,Hybrid,4.1,51.0,Pinene,Euphoric,Dry mouth,Stress,Uplifted,Dry eyes,Pain,Creative,Paranoid,Insomnia,Sleepy,Dizzy,Anxiety,Happy,Headache,Migraines,16.0,0.0,Earthy,Spicy/Herbal,Sweet
1079,Cinderella's Dream,Hybrid,4.4,102.0,Myrcene,Uplifted,Dry mouth,Depression,Happy,Dry eyes,Stress,Euphoric,Dizzy,Anxiety,Energetic,Anxious,Lack of appetite,Relaxed,N/A,Fatigue,18.0,11.0,Sweet,N/A,N/A
1081,Harle-Tsu,Hybrid,4.5,345.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Uplifted,Dizzy,Anxiety,Focused,Headache,Inflammation,Euphoric,Anxious,Depression,8.0,11.0,Earthy,Woody,Pine
1083,Sweet Baby Jane,Indica,4.3,24.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Anxious,Insomnia,Sleepy,Dry eyes,Depression,Euphoric,Headache,Lack of appetite,Giggly,Paranoid,Pain,20.0,0.0,Sage,Citrus,Sweet
1087,Merlot OG,Indica,4.8,17.0,Myrcene,Relaxed,Dizzy,Stress,Euphoric,Dry mouth,Headaches,Happy,Dry eyes,Insomnia,Uplifted,N/A,Anxiety,Sleepy,N/A,Depression,21.0,9.0,Earthy,Butter,Woody
1089,Doctor Doctor,Sativa,5.0,7.0,Myrcene,Uplifted,Dry eyes,Stress,Relaxed,Dry mouth,Depression,Happy,N/A,Headaches,Focused,N/A,Nausea,Aroused,N/A,Pain,20.0,0.0,Sweet,Strawberry,Citrus
1094,White Berry,Indica,4.0,182.0,Caryophyllene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Relaxed,Dizzy,Pain,Uplifted,Paranoid,Depression,Creative,Headache,Insomnia,20.0,8.0,Berry,Sweet,Blueberry
1099,Red Haze,Sativa,4.2,49.0,Myrcene,Energetic,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Happy,Dizzy,Pain,Uplifted,Headache,Anxiety,Creative,Paranoid,Fatigue,14.0,5.0,Earthy,Woody,Sage
1101,Sugar Kush,Indica,4.0,75.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Sleepy,Anxious,Insomnia,Euphoric,Dizzy,Depression,Hungry,Paranoid,Lack of appetite,11.0,0.0,Woody,Pine,Earthy
1106,False Teeth,Hybrid,4.3,20.0,Myrcene,Relaxed,Anxious,Stress,Happy,Dizzy,Depression,Euphoric,Dry mouth,Nausea,Uplifted,Paranoid,Pain,Focused,N/A,Anxiety,21.0,0.0,Sweet,Earthy,Grape
1110,Puna Budder,Hybrid,4.9,17.0,Myrcene,Uplifted,Dry eyes,Stress,Relaxed,Dry mouth,Anxiety,Happy,Anxious,Cramps,Euphoric,Headache,Depression,Talkative,N/A,Fatigue,22.0,4.0,Sweet,Pine,Skunk
1115,Granddaddy Purple,Indica,4.4,5061.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Dizzy,Anxiety,Euphoric,Paranoid,Insomnia,Hungry,Headache,Depression,17.0,1.0,Grape,Berry,Sweet
1119,Purple Afghani,Indica,4.2,99.0,Limonene,Relaxed,Dry mouth,Anxiety,Sleepy,Dry eyes,Stress,Happy,Dizzy,Insomnia,Euphoric,Paranoid,Depression,Creative,Anxious,Pain,18.0,4.0,Earthy,Sweet,Woody
1120,White OG,Indica,4.5,105.0,Myrcene,Relaxed,Dry mouth,Pain,Euphoric,Dry eyes,Stress,Happy,Dizzy,Anxiety,Sleepy,Headache,Depression,Uplifted,Paranoid,Insomnia,21.0,0.0,Earthy,Woody,Pine
1122,Dutch Queen,Hybrid,4.4,23.0,Myrcene,Uplifted,Dry mouth,Fatigue,Relaxed,Dry eyes,Depression,Happy,Headache,Stress,Euphoric,N/A,Muscle spasms,Focused,N/A,ADD,19.0,1.0,Earthy,Sweet,Pungent
1125,Cinex,Sativa,4.3,904.0,Limonene,Happy,Dry mouth,Stress,Energetic,Dry eyes,Depression,Uplifted,Anxious,Anxiety,Focused,Paranoid,Pain,Creative,Dizzy,Fatigue,16.0,0.0,Citrus,Earthy,Woody
1126,The Sauce,Hybrid,4.7,54.0,Limonene,Euphoric,Dry eyes,Stress,Happy,Dry mouth,Depression,Relaxed,Paranoid,Anxiety,Uplifted,N/A,Fatigue,Creative,N/A,Pain,21.0,2.0,Earthy,Lime,Pine
1127,Thin Mint GSC,Hybrid,4.5,796.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Pain,Uplifted,Anxious,Anxiety,Creative,Paranoid,Lack of appetite,19.0,1.0,Mint,Earthy,Sweet
1128,Walker Kush,Hybrid,4.5,48.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Stress,Focused,Dizzy,Depression,Euphoric,Anxious,Pain,Uplifted,Headache,PTSD,19.0,0.0,Diesel,Woody,Earthy
1129,King Tut,Sativa,4.5,241.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Energetic,Anxious,Anxiety,Focused,Paranoid,Pain,Euphoric,Dizzy,Fatigue,18.0,1.0,Earthy,N/A,N/A
1131,Platinum Bubba Kush,Indica,4.4,443.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Insomnia,Sleepy,Headache,Anxiety,Hungry,Paranoid,Depression,15.0,0.0,Earthy,Flowery,Berry
1132,Sequoia Strawberry,Sativa,4.5,30.0,Myrcene,Uplifted,Anxious,Depression,Energetic,Dizzy,Anxiety,Happy,Dry eyes,Pain,Euphoric,Dry mouth,Stress,Relaxed,Paranoid,Fatigue,21.0,0.0,Berry,Strawberry,Sweet
1134,Holy Grail Kush,Hybrid,4.5,723.0,Limonene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Creative,Paranoid,Insomnia,20.0,0.0,Earthy,Pine,Woody
1135,Blue Alien,Indica,4.5,80.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Sleepy,Headache,Insomnia,Happy,Paranoid,Anxiety,Uplifted,Anxious,Depression,17.0,1.0,Sweet,Berry,Blueberry
1137,Dosi Punch,Indica,4.7,28.0,Caryophyllene,Relaxed,Dry eyes,Anxiety,Sleepy,Dizzy,Insomnia,Euphoric,Dry mouth,Stress,Happy,Paranoid,N/A,Uplifted,N/A,N/A,22.0,0.0,Grape,N/A,N/A
1139,The One,Hybrid,4.8,37.0,Caryophyllene,Happy,Dry mouth,Depression,Relaxed,Dry eyes,Pain,Euphoric,Anxious,Stress,Uplifted,N/A,Anxiety,Creative,N/A,Fatigue,16.0,0.0,Sweet,Pine,Pungent
1141,Blue Nightmare,Hybrid,4.6,50.0,Myrcene,Happy,Dry mouth,Depression,Relaxed,Dizzy,Anxiety,Euphoric,Paranoid,Headaches,Creative,Anxious,Nausea,Giggly,N/A,Pain,18.0,11.0,Blueberry,Berry,Spicy/Herbal
1143,Green Kush,Indica,3.6,67.0,Myrcene,Euphoric,Dry mouth,Pain,Happy,Paranoid,Stress,Energetic,Dry eyes,Anxiety,Relaxed,Dizzy,Depression,Uplifted,Headache,Insomnia,15.0,10.0,Citrus,Pine,Flowery
1144,Mazar Kush,Indica,4.3,69.0,Myrcene,Relaxed,Dry mouth,Pain,Sleepy,Dry eyes,Stress,Happy,Anxious,Headaches,Uplifted,Paranoid,Insomnia,Euphoric,Headache,Nausea,12.0,4.0,Flowery,Earthy,Rose
1147,Moon Drops,Hybrid,4.7,7.0,Myrcene,Relaxed,Dizzy,Pain,Happy,Dry eyes,Headaches,Euphoric,N/A,Stress,Focused,N/A,Depression,Uplifted,N/A,Insomnia,19.0,1.0,Earthy,N/A,N/A
1149,Grandma’s Sugar Cookies,Indica,4.8,22.0,Myrcene,Relaxed,Anxious,Pain,Happy,Dry mouth,Stress,Giggly,Dry eyes,Depression,Euphoric,N/A,Muscle spasms,Uplifted,N/A,Anxiety,17.0,0.0,Earthy,N/A,N/A
1153,707,Hybrid,4.3,413.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Uplifted,Paranoid,Anxiety,Creative,Dizzy,Depression,Relaxed,Headache,Nausea,20.0,6.0,Earthy,N/A,N/A
1154,Electric Kool Aid,Hybrid,4.7,30.0,Myrcene,Happy,Headache,Stress,Euphoric,Dry mouth,Insomnia,Uplifted,Anxious,Depression,Relaxed,Dry eyes,Anxiety,Energetic,Paranoid,PTSD,18.0,14.0,Berry,Citrus,Tropical
1157,Earth OG,Hybrid,4.3,57.0,Caryophyllene,Happy,Dry mouth,Anxiety,Relaxed,Dry eyes,Depression,Uplifted,Dizzy,Pain,Euphoric,Paranoid,Stress,Sleepy,Anxious,Insomnia,18.0,6.0,Earthy,Woody,Pungent
1158,Kushage,Hybrid,4.3,34.0,Limonene,Uplifted,Dry eyes,Pain,Happy,Dry mouth,Stress,Euphoric,Dizzy,Muscle spasms,Creative,Paranoid,Depression,Energetic,Anxious,Anxiety,20.0,0.0,Spicy/Herbal,Woody,Earthy
1159,Orange Blossom,Hybrid,4.4,36.0,Myrcene,Relaxed,Dry eyes,Depression,Happy,Dry mouth,Nausea,Uplifted,N/A,Stress,Euphoric,N/A,Pain,Hungry,N/A,Anxiety,21.0,0.0,Orange,Citrus,Sweet
1164,Rockbud,Indica,4.2,13.0,Myrcene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Sleepy,Headache,Pain,Happy,Paranoid,Anxiety,Uplifted,Dizzy,Insomnia,18.0,4.0,Skunk,Pungent,Spicy/Herbal
1165,Funfetti,Hybrid,4.7,39.0,Caryophyllene,Happy,Dry mouth,Pain,Relaxed,Dry eyes,Headaches,Euphoric,Dizzy,Insomnia,Uplifted,Paranoid,Stress,Energetic,N/A,Depression,20.0,14.0,Sweet,Flowery,Berry
1166,Heavy Duty Fruity,Hybrid,4.0,80.0,Myrcene,Uplifted,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Relaxed,Headache,Depression,Hungry,Anxious,Insomnia,16.0,11.0,Pepper,Sweet,Citrus
1168,Durga Mata,Indica,4.7,16.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dizzy,Pain,Uplifted,N/A,Anxiety,Tingly,N/A,Depression,Euphoric,N/A,Insomnia,19.0,0.0,Earthy,Pungent,Citrus
1172,Citrix,Hybrid,4.3,98.0,Myrcene,Happy,Dry mouth,Depression,Uplifted,Anxious,Stress,Energetic,Dry eyes,Anxiety,Euphoric,Dizzy,Pain,Focused,Paranoid,Fatigue,17.0,9.0,Citrus,Orange,Grapefruit
1173,Golden Goat,Hybrid,4.5,1343.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Paranoid,Anxiety,Energetic,Dizzy,Pain,Relaxed,Anxious,Fatigue,19.0,11.0,Citrus,Sweet,Pine
1174,Sunshine Daydream,Indica,4.4,100.0,Limonene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Stress,Euphoric,Anxious,Anxiety,Sleepy,Dizzy,Insomnia,Uplifted,Headache,Inflammation,23.0,0.0,Earthy,Sweet,Woody
1175,Mother's Milk,Hybrid,4.4,67.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Uplifted,Anxious,Depression,Sleepy,Headache,Lack of appetite,25.0,0.0,Earthy,N/A,N/A
1176,Deadlights,Hybrid,4.5,11.0,Myrcene,Relaxed,Dry mouth,Inflammation,Sleepy,Dry eyes,Pain,Happy,Dizzy,Stress,Focused,Headache,Muscle spasms,Uplifted,N/A,Anxiety,3.0,13.0,Berry,TreeFruit,Earthy
1177,Critical Plus 2.0,Indica,4.4,23.0,Myrcene,Relaxed,Dry mouth,Fatigue,Happy,Dry eyes,Stress,Euphoric,Paranoid,Depression,Creative,Anxious,Pain,Uplifted,N/A,Insomnia,19.0,0.0,Flowery,Lemon,Spicy/Herbal
1178,Logic Diesel,Hybrid,4.8,8.0,Myrcene,Uplifted,Anxious,Fatigue,Talkative,Dizzy,Depression,Energetic,Dry eyes,Pain,Happy,Dry mouth,Stress,Focused,N/A,ADD,17.0,12.0,Diesel,Skunk,Mint
1179,Tutti Frutti,Hybrid,4.2,97.0,Myrcene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Anxiety,Euphoric,Anxious,Depression,Relaxed,Dizzy,ADD,Energetic,Headache,Pain,18.0,0.0,Tropical,Mango,Sweet
1181,Cotton Candy,Hybrid,4.2,876.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Anxiety,Euphoric,Dizzy,Depression,Uplifted,Paranoid,Pain,Creative,Anxious,Insomnia,16.0,0.0,Earthy,N/A,N/A
1191,Captain's Cake,Hybrid,4.7,96.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Headache,Pain,Uplifted,N/A,Anxiety,Sleepy,N/A,PTSD,19.0,0.0,Earthy,N/A,N/A
1193,Safety Meeting,Hybrid,4.8,12.0,Myrcene,Relaxed,Dry eyes,Pain,Uplifted,Dry mouth,Stress,Tingly,Headache,Headaches,Happy,N/A,Depression,Focused,N/A,Inflammation,18.0,0.0,Citrus,N/A,N/A
1195,Aurora Indica,Indica,4.3,102.0,Myrcene,Relaxed,Dry mouth,Stress,Sleepy,Dry eyes,Pain,Happy,Paranoid,Insomnia,Euphoric,Anxious,Depression,Hungry,Dizzy,Anxiety,15.0,1.0,Earthy,Lemon,Woody
1198,Cookie Dough,Hybrid,4.5,82.0,Caryophyllene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Depression,Euphoric,Dizzy,Anxiety,Uplifted,Paranoid,Stress,Hungry,Anxious,Lack of appetite,20.0,0.0,Sweet,Pungent,Lemon
1199,Sweet Cheese,Sativa,4.3,103.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Uplifted,Headache,Anxiety,Relaxed,Paranoid,Pain,Creative,Dizzy,Fatigue,21.0,0.0,Sweet,BlueCheese,Cheese
1200,Ninja Fruit,Hybrid,4.5,50.0,Limonene,Happy,Dry eyes,Stress,Uplifted,Dry mouth,Depression,Relaxed,N/A,Anxiety,Euphoric,N/A,PTSD,Energetic,N/A,Fatigue,18.0,0.0,Grape,Sweet,Woody
1204,Euphoria,Sativa,4.3,118.0,Myrcene,Euphoric,Dry mouth,Stress,Happy,Dry eyes,Anxiety,Uplifted,Headache,Depression,Energetic,Dizzy,Pain,Talkative,Paranoid,Nausea,13.0,6.0,Earthy,N/A,N/A
1206,Berry Bomb,Hybrid,4.2,64.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Anxious,Insomnia,Euphoric,Dry eyes,Pain,Uplifted,Paranoid,Depression,Hungry,Dizzy,Anxiety,16.0,1.0,Berry,Blueberry,Pine
1207,Early Miss,Hybrid,4.2,10.0,Myrcene,Relaxed,Anxious,Depression,Euphoric,Dizzy,Lack of appetite,Creative,Dry eyes,Seizures,Uplifted,Dry mouth,Epilepsy,Talkative,Headache,N/A,18.0,8.0,Pepper,Ammonia,Spicy/Herbal
1208,Kiss,Hybrid,4.2,11.0,Myrcene,Sleepy,Dry mouth,Fatigue,Hungry,Paranoid,Lack of appetite,Focused,Anxious,Pain,Euphoric,N/A,Stress,Creative,N/A,Depression,16.0,4.0,Cheese,Earthy,Skunk
1209,Purple Haze,Sativa,4.2,1135.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Dizzy,Depression,Creative,Paranoid,Pain,Relaxed,Headache,Insomnia,17.0,0.0,Flowery,Earthy,Sweet
1213,Flo,Hybrid,4.1,640.0,Limonene,Happy,Dry mouth,Stress,Uplifted,Dry eyes,Depression,Euphoric,Headache,Anxiety,Relaxed,Anxious,Pain,Energetic,Dizzy,Fatigue,17.0,4.0,Earthy,Sweet,Spicy/Herbal
1214,LVPK,Hybrid,4.3,25.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Paranoid,Nausea,Euphoric,Dizzy,Pain,Creative,Dry eyes,Lack of appetite,Uplifted,N/A,Anxiety,17.0,0.0,Sweet,Earthy,Spicy/Herbal
1215,Black Diamond,Indica,4.4,412.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Depression,Euphoric,Dizzy,Pain,Hungry,Paranoid,Anxiety,Uplifted,Anxious,Insomnia,17.0,0.0,Earthy,Berry,Woody
1217,Orange Creamsicle,Hybrid,4.5,139.0,Myrcene,Happy,Dry mouth,Anxiety,Uplifted,Dry eyes,Stress,Relaxed,Paranoid,Depression,Euphoric,Anxious,Pain,Energetic,Dizzy,Fatigue,19.0,0.0,Citrus,Orange,Sweet
1219,El Perro,Hybrid,4.9,9.0,Caryophyllene,Relaxed,Anxious,Pain,Happy,Dry mouth,Stress,Euphoric,Headache,Anxiety,Uplifted,N/A,Cramps,Sleepy,N/A,Depression,21.0,11.0,Pine,Earthy,Pungent
1221,G-Force,Indica,5.0,4.0,Myrcene,Relaxed,Dry eyes,Lack of appetite,Hungry,Dry mouth,Pain,Happy,N/A,Stress,Focused,N/A,ADD,Euphoric,N/A,Anxiety,16.0,1.0,Earthy,N/A,N/A
1222,Robert Plant,Sativa,3.8,4.0,Myrcene,Relaxed,Dizzy,Depression,Euphoric,Dry eyes,Fatigue,Uplifted,Dry mouth,Headaches,Tingly,N/A,Insomnia,Sleepy,N/A,Lack of appetite,18.0,11.0,Earthy,Woody,Pine
1224,Shipwreck,Sativa,4.4,114.0,Terpinolene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Relaxed,Dizzy,Depression,Energetic,Paranoid,Anxiety,Uplifted,Anxious,Fatigue,21.0,0.0,Earthy,Flowery,Sweet
1226,Hawaiian Punch,Sativa,4.4,104.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Anxiety,Uplifted,Paranoid,Pain,Relaxed,Anxious,Depression,Creative,Dizzy,Headaches,18.0,11.0,Tropical,Sweet,Berry
1227,Skunk Haze,Hybrid,4.0,78.0,Pinene,Relaxed,Dry mouth,Stress,Focused,Dry eyes,Pain,Happy,Dizzy,Anxiety,Uplifted,Paranoid,Depression,Energetic,Anxious,Muscle spasms,6.0,10.0,Skunk,Earthy,Spicy/Herbal
1235,Purple Dog Poop,Hybrid,4.7,20.0,Myrcene,Happy,Dry mouth,Lack of appetite,Euphoric,Dry eyes,Stress,Relaxed,Dizzy,Anxiety,Energetic,N/A,Depression,Creative,N/A,Inflammation,17.0,1.0,Sweet,N/A,N/A
1236,Green Line OG,Hybrid,4.7,96.0,Caryophyllene,Relaxed,Dry mouth,Stress,Happy,Paranoid,Depression,Uplifted,Dry eyes,Pain,Focused,N/A,Anxiety,Euphoric,N/A,Inflammation,17.0,0.0,Sweet,Lime,Citrus
1239,God's Green Crack,Hybrid,4.5,245.0,Myrcene,Happy,Dry mouth,Stress,Relaxed,Dry eyes,Depression,Euphoric,Anxious,Pain,Uplifted,Paranoid,Anxiety,Energetic,Headache,Fatigue,15.0,10.0,Earthy,N/A,N/A
1240,Bruce Banner,Hybrid,4.5,1232.0,Myrcene,Happy,Dry mouth,Stress,Euphoric,Dry eyes,Depression,Relaxed,Dizzy,Pain,Uplifted,Anxious,Anxiety,Creative,Paranoid,Fatigue,21.0,0.0,Earthy,Sweet,Diesel
1247,Kona Gold,Sativa,4.5,25.0,Myrcene,Energetic,Anxious,Depression,Uplifted,Headache,Stress,Happy,Dry eyes,Anxiety,Euphoric,N/A,PTSD,Creative,N/A,Headaches,16.0,11.0,Tropical,Pineapple,Mango
1252,Sensi Star,Indica,4.1,695.0,Myrcene,Relaxed,Dry mouth,Stress,Happy,Dry eyes,Pain,Euphoric,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Uplifted,Headache,Depression,17.0,0.0,Earthy,Citrus,Woody
1253,CBD Shark,Indica,4.4,105.0,Myrcene,Relaxed,Dry mouth,Anxiety,Happy,Dry eyes,Pain,Focused,Dizzy,Stress,Sleepy,Anxious,Inflammation,Uplifted,Paranoid,Depression,6.0,10.0,Pine,Earthy,Woody
1257,Donna OG,Hybrid,4.6,82.0,Myrcene,Relaxed,Dry mouth,Pain,Happy,Dry eyes,Anxiety,Creative,Dizzy,Stress,Hungry,N/A,Insomnia,Euphoric,N/A,Depression,19.0,0.0,Earthy,Pine,Pungent
1258,Death Star,Indica,4.5,1387.0,Caryophyllene,Relaxed,Dry mouth,Stress,Euphoric,Dry eyes,Pain,Happy,Dizzy,Anxiety,Sleepy,Paranoid,Insomnia,Uplifted,Anxious,Depression,20.0,6.0,Earthy,Diesel,Pungent
