,Strain Name,Feelings,Type,Cannabinoids,Rating,Rating Users,Left Parent,Right Parent,Left Child,Right Child
77,Hades OG,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Happy ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Paranoid ', None], 'Helps with': ['Insomnia ', 'Stress ', 'Depression ', 'Lack of appetite ', 'Muscle spasms ']}",Indica,"{'THC': '24%', 'CBD': '—', 'CBG': None}",4.7,15,Fire OG,N/A,,
78,Platinum Trainwreck,"{'Feelings': ['Euphoric ', 'Happy ', 'Relaxed ', 'Uplifted ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Pain ', 'Stress ', 'Depression ', 'Anxiety ', 'ADD']}",Hybrid,"{'THC': '20%', 'CBD': '—', 'CBG': None}",4.1,92,Trainwreck,N/A,,
79,Stashsquatch,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,GSC,True OG,Lemon Stash CBD,Lazy Susan CBD
80,Double Tangie Banana,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Euphoric ', 'Talkative '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Headache ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Depression ', 'Anxiety ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.5,118,Tangie,N/A,,
81,Vanilluna,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Eye pressure ', 'Headaches ', 'Pain ', 'ADD', 'Inflammation ']}",Hybrid,"{'THC': '23%', 'CBD': None, 'CBG': '1%'}",4.8,6,Blueberry,N/A,,
82,Magic Melon,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Happy ', 'Energetic ', 'Aroused '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Dry mouth ', 'Paranoid ', None], 'Helps with': ['Depression ', 'Stress ', 'Fatigue ', 'Insomnia ', 'Lack of appetite ']}",Hybrid,"{'THC': '21%', 'CBD': '—', 'CBG': None}",4.1,27,Mango Sherbert,N/A,,
83,Elephant Ears,"{'Feelings': ['Creative ', 'Relaxed ', 'Hungry ', 'Happy ', 'Giggly '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Stress ', 'Fatigue ', 'Headaches ', 'Lack of appetite ', 'Pain ']}",Hybrid,"{'THC': '20%', 'CBD': '—', 'CBG': None}",5.0,6,Grease Monkey,Dogwalker OG,,
84,Concord Cream,"{'Feelings': ['Uplifted ', 'Talkative ', 'Hungry ', 'Euphoric ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', None, None], 'Helps with': ['Stress ', 'Depression ', 'Eye pressure ', 'Fatigue ', 'Headaches ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,4,Cookies and Cream,Grape Bubba,,
85,Apricot Helix Orange Tahoe,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",,,,,,
86,Banana Hammock R1,"{'Feelings': ['Relaxed ', 'Happy ', 'Sleepy ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Anxiety ', 'Insomnia ', 'Stress ', 'PTSD ', 'Pain ']}",Indica,"{'THC': '12%', 'CBD': None, 'CBG': '1%'}",4.6,58,Grape God,N/A,,
87,Cakewalk,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Happy ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.5,2,GSC,True OG,,
88,Petroleum Jelly,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",,,,,,
89,Tropicana Cookies,"{'Feelings': ['Happy ', 'Uplifted ', 'Euphoric ', 'Energetic ', 'Relaxed '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Paranoid '], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Fatigue ']}",Sativa,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.5,242,GSC,Tangie,Tropic Truffle,Beach Wedding
90,Chocolate Hashberry,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Anxious ', 'Dizzy '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Depression ', 'Lack of appetite ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.5,123,Blackberry Kush,Chocolate Kush,,
91,Oregon Lemons,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Talkative ', 'Giggly ', 'Euphoric '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Eye pressure ', 'Fatigue ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.9,10,Lemon Diesel,N/A,,
92,Sonny G,"{'Feelings': ['Uplifted ', 'Talkative ', 'Relaxed ', 'Focused ', 'Energetic '], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.6,5,,,,
93,Sweet Pure CBD,"{'Feelings': ['Sleepy ', 'Relaxed ', 'Euphoric ', 'Creative ', None], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': ['Anxiety ', 'Arthritis ', 'Fibromyalgia ', None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.8,4,,,,
94,Buddha Vesta,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
95,Incredible Hulk,"{'Feelings': ['Energetic ', 'Uplifted ', 'Euphoric ', 'Happy ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Headache '], 'Helps with': ['Stress ', 'Depression ', 'Fatigue ', 'Lack of appetite ', 'Pain ']}",Sativa,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.5,108,Jack Herer,Green Crack,,
96,Blueberry Cheesecake,"{'Feelings': ['Happy ', 'Relaxed ', 'Euphoric ', 'Uplifted ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Paranoid ', 'Headache '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Depression ', 'Insomnia ']}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.3,268,Blueberry,Cheese,Rebel Berry OG,Shurman
97,Crosswalker,"{'Feelings': ['Relaxed ', 'Hungry ', 'Happy ', 'Focused ', 'Euphoric '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Eye pressure ', 'Insomnia ', 'Pain ', 'Spasticity ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",4.4,9,Blueberry,Mazar x Blueberry OG,,
98,Dairy Queen,"{'Feelings': ['Happy ', 'Relaxed ', 'Uplifted ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Anxious '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'Headaches ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.3,197,Cheese,Space Queen,,
99,60 Day Wonder,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '15%', 'CBD': None, 'CBG': '1%'}",,,,,,
100,Crockett’s Dog,"{'Feelings': ['Happy ', 'Giggly ', 'Euphoric ', 'Aroused ', None], 'Negatives': ['Dry eyes ', None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",5.0,2,,,,
101,Morning Flight,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '2%'}",,,Mango Haze,East Coast Sour Diesel,,
102,Electric Kool Aid,"{'Feelings': ['Happy ', 'Euphoric ', 'Uplifted ', 'Relaxed ', 'Energetic '], 'Negatives': ['Headache ', 'Dry mouth ', 'Anxious ', 'Dry eyes ', 'Paranoid '], 'Helps with': ['Stress ', 'Insomnia ', 'Depression ', 'Anxiety ', 'PTSD ']}",Hybrid,"{'THC': '18%', 'CBD': '—', 'CBG': None}",4.7,30,Cherry Pie,Purple Diesel,,
103,Grand Hustle,"{'Feelings': ['Uplifted ', 'Creative ', 'Relaxed ', 'Happy ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Paranoid ', 'Dizzy ', None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",3.9,35,Green Crack,Afgoo,,
104,Ol Mendo Hashplant,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",,,,,,
105,Grape Tahoe OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '13%', 'CBD': '—', 'CBG': None}",,,,,,
106,Sir Lando,"{'Feelings': ['Uplifted ', 'Tingly ', 'Talkative ', 'Happy ', 'Giggly '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Cramps ', 'Fatigue ', 'Nausea ', 'Anxiety ']}",,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,2,,,,
107,Shark Bite,"{'Feelings': ['Euphoric ', 'Energetic ', 'Uplifted ', 'Talkative ', 'Happy '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Dry eyes ', None], 'Helps with': ['Depression ', 'ADD', 'Anxiety ', 'Cramps ', 'Headaches ']}",Hybrid,"{'THC': '24%', 'CBD': None, 'CBG': '1%'}",4.2,18,,,,
108,Caipirinha,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,,,,
109,Allen Iverson OG,"{'Feelings': ['Happy ', 'Sleepy ', 'Relaxed ', 'Hungry ', 'Focused '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Insomnia ', 'Lack of appetite ', 'Stress ', 'Anxiety ']}",Indica,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,3,,,,
110,Rotten Fruit Cocktail,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
111,Panda Cookies,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",,,,,,
112,Blanco Berry Kush,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '10%', 'CBD': None, 'CBG': '1%'}",,,White Kush,Blackberry Pie,,
113,Three Blue Kings,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Tingly ', 'Giggly ', 'Creative '], 'Negatives': ['Dry eyes ', 'Anxious ', 'Dry mouth ', 'Headache ', None], 'Helps with': ['Depression ', 'Insomnia ', 'Anxiety ', 'Lack of appetite ', 'Stress ']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.5,6,Blue Dream,OG Kush,,
114,Champagne Kush,"{'Feelings': ['Happy ', 'Euphoric ', 'Uplifted ', 'Relaxed ', 'Creative '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Headache ', 'Paranoid '], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Depression ', 'Nausea ']}",Hybrid,"{'THC': '16%', 'CBD': '—', 'CBG': None}",4.2,180,Hash Plant,Burmese Kush,Blue Champagne,Champagne Diesel
115,Iceberg,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.5,2,Granddaddy Purple,Master Kush,,
116,Jet Fuel,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', 'Anxious ', 'Paranoid '], 'Helps with': ['Stress ', 'Depression ', 'Pain ', 'Anxiety ', 'Fatigue ']}",Hybrid,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",4.5,590,,,,
117,Monkey Massacre,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
118,Snow Diesel,"{'Feelings': ['Uplifted ', 'Happy ', 'Relaxed ', 'Hungry ', 'Euphoric '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Dizzy ', None, None], 'Helps with': ['Depression ', 'Lack of appetite ', 'Nausea ', None, None]}",Hybrid,"{'THC': '14%', 'CBD': None, 'CBG': '1%'}",3.4,9,ECSD,Snow Lotus,,
119,Blue Knight,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Sleepy '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', 'Paranoid ', 'Anxious '], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Anxiety ', 'Insomnia ']}",Indica,"{'THC': '13%', 'CBD': '—', 'CBG': None}",4.7,103,Blueberry,Kryptonite,,
120,Ambulance,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Pain ', None, None, None, None]}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
121,True Love,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,Juicy Fruit,N/A,,
122,Blackberry Chem OG,"{'Feelings': ['Euphoric ', 'Talkative ', 'Relaxed ', 'Happy ', 'Uplifted '], 'Negatives': ['Anxious ', 'Dry eyes ', 'Headache ', 'Paranoid ', None], 'Helps with': ['Depression ', 'Stress ', 'Pain ', 'Anxiety ', 'PTSD ']}",Hybrid,"{'THC': '21%', 'CBD': '—', 'CBG': None}",4.2,20,Chemdawg,Blackberry,,
123,Thank You Jerry,"{'Feelings': ['Tingly ', 'Sleepy ', 'Relaxed ', 'Happy ', 'Giggly '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Anxiety ', 'PTSD ', None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,1,Snow Dog,N/A,,
124,Sticky Buns,"{'Feelings': ['Talkative ', 'Relaxed ', 'Hungry ', None, None], 'Negatives': ['Dry mouth ', 'Headache ', 'Paranoid ', None, None], 'Helps with': ['Anxiety ', None, None, None, None]}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.6,5,,,,
125,Blue Kiss,"{'Feelings': ['Relaxed ', 'Talkative ', 'Hungry ', 'Focused ', 'Euphoric '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Dizzy ', None, None], 'Helps with': ['Headaches ', 'Lack of appetite ', 'Nausea ', 'Stress ', 'Spinal cord injury ']}",Hybrid,"{'THC': '21%', 'CBD': '—', 'CBG': None}",4.8,9,DJ Short Blueberry,N/A,,
126,Candy Chem,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '24%', 'CBD': None, 'CBG': '1%'}",,,,,,
127,Big P,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '17%', 'CBD': None, 'CBG': '2%'}",,,,,,
128,Sweet Pie,"{'Feelings': ['Relaxed ', 'Happy ', 'Euphoric ', 'Uplifted ', 'Tingly '], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.8,4,,,,
129,Oregon Pineapple,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Euphoric ', 'Energetic '], 'Negatives': ['Dry mouth ', 'Dry eyes ', None, None, None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Arthritis ', 'Pain ']}",Hybrid,"{'THC': '23%', 'CBD': '—', 'CBG': None}",4.3,43,Master Kush,Pineapple,,
130,Kushashima,"{'Feelings': ['Sleepy ', 'Relaxed ', None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': ['Depression ', 'Pain ', None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,4,,,,
131,Luthers OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '21%', 'CBD': '—', 'CBG': None}",,,,,,
132,Gorilla Breath,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Tingly '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Dizzy ', None, None], 'Helps with': ['Anxiety ', 'Depression ', 'Lack of appetite ', 'Pain ', 'Stress ']}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.6,24,GG4,OGKB,,
133,5th Element,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Happy ', 'Uplifted ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', 'Paranoid ', 'Anxious '], 'Helps with': ['Pain ', 'Stress ', 'Anxiety ', 'Insomnia ', 'Muscle spasms ']}",Indica,"{'THC': '20%', 'CBD': '—', 'CBG': None}",4.5,79,Blackberry,N/A,,
134,Krishna Kush,"{'Feelings': ['Relaxed ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Tingly '], 'Negatives': ['Dizzy ', 'Dry eyes ', 'Dry mouth ', None, None], 'Helps with': ['Anxiety ', 'Pain ', 'Insomnia ', 'Stress ', 'ADD']}",Indica,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",4.7,20,Afghani,Super Skunk,,
135,Burnt Cookies,"{'Feelings': ['Uplifted ', 'Talkative ', 'Relaxed ', 'Tingly ', 'Sleepy '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Eye pressure ', 'Headaches ', 'Stress ', None, None]}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",4.9,7,GSC,Fire OG,,
136,Tahoe Alien,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Hungry '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Pain ', 'Depression ', 'Insomnia ', 'PTSD ']}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.3,71,Tahoe OG,Alien Kush,Alien Rock Candy,Starfighter
137,Big Lime,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
138,Black Dominia,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '20%', 'CBD': None, 'CBG': '2%'}",5.0,1,,,,
139,Fire Alien Kush,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Euphoric ', 'Creative '], 'Negatives': ['Dry eyes ', 'Dry mouth ', 'Anxious ', 'Paranoid ', None], 'Helps with': ['Depression ', 'Stress ', 'Anxiety ', 'Headaches ', 'Insomnia ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.5,60,Fire OG,Alien Kush,White Fire Alien OG,Harry Potter
140,Snownado,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.0,1,,,,
141,Lucid Ripper,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '19%', 'CBD': '—', 'CBG': None}",,,,,,
142,Dark Matter,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '16%', 'CBD': None, 'CBG': '1%'}",5.0,1,,,,
143,OG Princess Glue,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
144,Cherry Alien OG,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '23%', 'CBD': '—', 'CBG': None}",4.3,3,,,,
145,Sundae Float,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '—', 'CBD': '11%', 'CBG': None}",5.0,2,,,,
146,Mashup,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",1.0,1,,,,
147,Seattle Summer,"{'Feelings': ['Uplifted ', 'Happy ', 'Creative ', None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,4,Gorilla Cookies,N/A,,
148,Bluesexplosion,"{'Feelings': ['Uplifted ', 'Talkative ', 'Giggly ', 'Focused ', 'Creative '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': None, 'CBD': None, 'CBG': None}",5.0,2,,,,
149,Sour Kosher,"{'Feelings': ['Uplifted ', 'Sleepy ', 'Happy ', 'Euphoric ', 'Relaxed '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Anxiety ', None, None, None, None]}",Hybrid,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",4.5,21,Sour Diesel,Kosher Kush,,
150,Jungle Breath,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
151,Cheeseburger,"{'Feelings': ['Uplifted ', 'Tingly ', 'Relaxed ', 'Happy ', 'Giggly '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dizzy ', 'Dry eyes ', None], 'Helps with': ['Pain ', 'Inflammation ', 'Arthritis ', 'Depression ', 'Eye pressure ']}",Hybrid,"{'THC': '17%', 'CBD': None, 'CBG': '1%'}",3.2,10,,,,
152,Blowfish,"{'Feelings': ['Relaxed ', 'Uplifted ', 'Euphoric ', 'Happy ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Headache ', None, None], 'Helps with': ['Pain ', 'Insomnia ', 'Stress ', 'Anxiety ', 'Depression ']}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",4.2,42,G13,Blue Dot,,
153,Cherry Slyder,"{'Feelings': ['Uplifted ', 'Relaxed ', 'Happy ', 'Focused ', 'Talkative '], 'Negatives': ['Dry mouth ', None, None, None, None], 'Helps with': ['Anxiety ', 'Pain ', 'Anorexia ', 'Gastrointestinal disorder ', 'Migraines ']}",Hybrid,"{'THC': '25%', 'CBD': '—', 'CBG': None}",4.9,8,Afghani,Northern Lights #5,,
154,Sweeties,"{'Feelings': ['Euphoric ', 'Uplifted ', 'Relaxed ', 'Happy ', 'Aroused '], 'Negatives': ['Dry mouth ', 'Anxious ', 'Dry eyes ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Anxiety ', 'Depression ', 'Pain ', 'Fatigue ']}",Hybrid,"{'THC': '22%', 'CBD': None, 'CBG': '1%'}",4.8,28,GSC,Tahoe OG,,
155,Modified Bananas,"{'Feelings': ['Relaxed ', 'Euphoric ', 'Uplifted ', 'Talkative ', 'Happy '], 'Negatives': [None, None, None, None, None], 'Helps with': ['Stress ', 'Insomnia ', 'Anxiety ', 'Cramps ', 'Depression ']}",,"{'THC': '31%', 'CBD': None, 'CBG': '1%'}",4.6,17,,,,
156,Cherry Bomb,"{'Feelings': ['Happy ', 'Uplifted ', 'Relaxed ', 'Energetic ', 'Focused '], 'Negatives': ['Dry mouth ', 'Dry eyes ', 'Anxious ', 'Dizzy ', 'Headache '], 'Helps with': ['Stress ', 'Pain ', 'Anxiety ', 'Depression ', 'Fatigue ']}",Hybrid,"{'THC': '17%', 'CBD': '—', 'CBG': None}",4.3,178,Hawaiian,North American Indica,Cherry Thunder Fuck,Cherry Haze
157,Grouch,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': '23%', 'CBD': '—', 'CBG': None}",4.5,2,,,,
158,UltraViolet OG,"{'Feelings': ['Relaxed ', 'Happy ', 'Uplifted ', 'Sleepy ', 'Euphoric '], 'Negatives': ['Dry mouth ', 'Dizzy ', 'Dry eyes ', 'Paranoid ', None], 'Helps with': ['Stress ', 'Anxiety ', 'Pain ', 'Insomnia ', 'Depression ']}",Indica,"{'THC': '18%', 'CBD': None, 'CBG': '1%'}",4.7,36,Face Off OG,North American Indica,,
159,Sour Beer,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '20%', 'CBD': None, 'CBG': '1%'}",,,,,,
160,Dutch Apple,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",,"{'THC': '19%', 'CBD': None, 'CBG': '1%'}",,,,,,
161,Chem Driver,"{'Feelings': [None, None, None, None, None], 'Negatives': [None, None, None, None, None], 'Helps with': [None, None, None, None, None]}",Hybrid,"{'THC': None, 'CBD': None, 'CBG': None}",,,,,,
